row_label_raw,row_label_full,Công ty Cổ phần Cen Housing,TP Hà Nội,"49,28%",51%,numeric__TP Hà Nội,"numeric__49,28%",numeric__51%
Công ty Cổ phần Cen Vĩnh Phúc,Công ty Cổ phần Cen Vĩnh Phúc,Công ty Cổ phần Cen Vĩnh Phúc,Tỉnh Vĩnh Phúc,51%,51%,,0.51,0.51
Công ty Cổ phần Cen Miền Trung,Công ty Cổ phần Cen Miền Trung,Công ty Cổ phần Cen Miền Trung,TP Đà Nẵng,51%,51%,,0.51,0.51
Công ty Cổ phần Cen Bắc Ninh,Công ty Cổ phần Cen Bắc Ninh,Công ty Cổ phần Cen Bắc Ninh,Tỉnh Bắc Ninh,51%,51%,,0.51,0.51
Công ty Cổ phần Cen Hưng Yên,Công ty Cổ phần Cen Hưng Yên,Công ty Cổ phần Cen Hưng Yên,Tỉnh Hưng Yên,51%,51%,,0.51,0.51
Công ty Cổ phần Cen Thanh Hóa,Công ty Cổ phần Cen Thanh Hóa,Công ty Cổ phần Cen Thanh Hóa,Tỉnh Thanh Hóa,51%,51%,,0.51,0.51
