row_label_raw,row_label_full,col_0,31/12/2022 > Giá trịVND,31/12/2022 > Dự phòngVND,01/01/2022 > Giá trịVND,01/01/2022 > Dự phòngVND,numeric__31/12/2022 > Giá trịVND,numeric__31/12/2022 > Dự phòngVND,numeric__01/01/2022 > Giá trịVND,numeric__01/01/2022 > Dự phòngVND
b) Dài hạn,b) Dài hạn,b) Dài hạn,b) Dài hạn,b) Dài hạn,b) Dài hạn,b) Dài hạn,,,,
b.1) Chi tiết theo nội dung,b.1) Chi tiết theo nội dung,b.1) Chi tiết theo nội dung,b.1) Chi tiết theo nội dung,b.1) Chi tiết theo nội dung,b.1) Chi tiết theo nội dung,b.1) Chi tiết theo nội dung,,,,
- Hợp tác kinh doanh,b.1) Chi tiết theo nội dung > - Hợp tác kinh doanh,- Hợp tác kinh doanh,123.616.800.000,-,109.426.800.000,-,123616800000.0,,109426800000.0,
"- Ký quỹ, ký cược","b.1) Chi tiết theo nội dung > - Ký quỹ, ký cược","- Ký quỹ, ký cược",2.003.518.819.985,(23.550.000.000),1.374.489.058.333,-,2003518819985.0,-23550000000.0,1374489058333.0,
,,,2.127.135.619.985,(23.550.000.000),1.483.915.858.333,-,2127135619985.0,-23550000000.0,1483915858333.0,
b.2) Chi tiết theo đối tượng,b.2) Chi tiết theo đối tượng,b.2) Chi tiết theo đối tượng,b.2) Chi tiết theo đối tượng,b.2) Chi tiết theo đối tượng,b.2) Chi tiết theo đối tượng,b.2) Chi tiết theo đối tượng,,,,
Bên liên quan,b.2) Chi tiết theo đối tượng > Bên liên quan,Bên liên quan,1.052.719.984.944,-,1.038.529.984.944,-,1052719984944.0,,1038529984944.0,
- Hợp tác kinh doanh,b.2) Chi tiết theo đối tượng > - Hợp tác kinh doanh,- Hợp tác kinh doanh,123.616.800.000,-,109.426.800.000,-,123616800000.0,,109426800000.0,
Công ty Cổ phần Đầu tư và Phát triển Bắt động sản Thế Kỳ\( ^{(10)} \),b.2) Chi tiết theo đối tượng > Công ty Cổ phần Đầu tư và Phát triển Bắt động sản Thế Kỳ\( ^{(10)} \),Công ty Cổ phần Đầu tư và Phát triển Bắt động sản Thế Kỳ\( ^{(10)} \),123.616.800.000,,109.426.800.000,-,123616800000.0,,109426800000.0,
"- Ký quỹ, ký cược","b.2) Chi tiết theo đối tượng > - Ký quỹ, ký cược","- Ký quỹ, ký cược",929.103.184.944,-,929.103.184.944,-,929103184944.0,,929103184944.0,
Công ty Cổ phần Đầu tư và Phát triển Bắt động sản Thế Kỳ\( ^{(11)} \),b.2) Chi tiết theo đối tượng > Công ty Cổ phần Đầu tư và Phát triển Bắt động sản Thế Kỳ\( ^{(11)} \),Công ty Cổ phần Đầu tư và Phát triển Bắt động sản Thế Kỳ\( ^{(11)} \),929.103.184.944,-,929.103.184.944,-,929103184944.0,,929103184944.0,
Bên khác,b.2) Chi tiết theo đối tượng > Bên khác,Bên khác,1.074.415.635.041,(23.550.000.000),445.385.873.389,-,1074415635041.0,-23550000000.0,445385873389.0,
"- Ký quỹ, ký cược","b.2) Chi tiết theo đối tượng > - Ký quỹ, ký cược","- Ký quỹ, ký cược",1.074.415.635.041,-,445.385.873.389,-,1074415635041.0,,445385873389.0,
Công ty Cổ phần Bitexco,b.2) Chi tiết theo đối tượng > Công ty Cổ phần Bitexco,Công ty Cổ phần Bitexco,15.000.000.000,-,11.550.000.000,-,15000000000.0,,11550000000.0,
Công ty TNHH Gamuda Land Việt Nam (ST5),b.2) Chi tiết theo đối tượng > Công ty TNHH Gamuda Land Việt Nam (ST5),Công ty TNHH Gamuda Land Việt Nam (ST5),-,-,17.042.187.032,-,,,17042187032.0,
Công ty Cổ phần Veracity,b.2) Chi tiết theo đối tượng > Công ty Cổ phần Veracity,Công ty Cổ phần Veracity,-,-,7.150.000.000,-,,,7150000000.0,
