row_label_raw,row_label_full,col_0,"Nhà cửa, vật kiến trúc","Máy móc, thiết bị","Phương tiện vận tải,truyền dẫn","Thiết bị, dụng cụ quản lý",Cộng,"numeric__Nhà cửa, vật kiến trúc","numeric__Máy móc, thiết bị","numeric__Phương tiện vận tải,truyền dẫn","numeric__Thiết bị, dụng cụ quản lý",numeric__Cộng
,,,VND,VND,VND,VND,VND,,,,,
Nguyên giá,Nguyên giá,Nguyên giá,Nguyên giá,Nguyên giá,Nguyên giá,Nguyên giá,Nguyên giá,,,,,
Số dư đầu năm,Nguyên giá > Số dư đầu năm,Số dư đầu năm,116.479.910.561,1.866.657.272,48.750.802.644,17.178.589.365,184.275.959.842,116479910561.0,1866657272.0,48750802644.0,17178589365.0,184275959842.0
- Mua trong năm,Nguyên giá > - Mua trong năm,- Mua trong năm,-,153.990.909,11.661.265.270,1.074.054.756,12.889.310.935,,153990909.0,11661265270.0,1074054756.0,12889310935.0
"- Thanh lý, nhượng bán","Nguyên giá > - Thanh lý, nhượng bán","- Thanh lý, nhượng bán",-,-,(1.559.244.182),(196.430.000),(1.755.674.182),,,-1559244182.0,-196430000.0,-1755674182.0
Số dư cuối năm,Nguyên giá > Số dư cuối năm,Số dư cuối năm,116.479.910.561,2.020.648.181,58.852.823.732,18.056.214.121,195.409.596.595,116479910561.0,2020648181.0,58852823732.0,18056214121.0,195409596595.0
Giá trị hao mòn lũy kế,Giá trị hao mòn lũy kế,Giá trị hao mòn lũy kế,Giá trị hao mòn lũy kế,Giá trị hao mòn lũy kế,Giá trị hao mòn lũy kế,Giá trị hao mòn lũy kế,Giá trị hao mòn lũy kế,,,,,
Số dư đầu năm,Giá trị hao mòn lũy kế > Số dư đầu năm,Số dư đầu năm,12.416.079.279,1.087.055.073,19.257.388.411,11.039.954.999,43.800.477.762,12416079279.0,1087055073.0,19257388411.0,11039954999.0,43800477762.0
- Khấu hao trong năm,Giá trị hao mòn lũy kế > - Khấu hao trong năm,- Khấu hao trong năm,4.586.759.820,290.752.833,6.882.357.468,3.204.343.247,14.964.213.368,4586759820.0,290752833.0,6882357468.0,3204343247.0,14964213368.0
"- Thanh lý, nhượng bán","Giá trị hao mòn lũy kế > - Thanh lý, nhượng bán","- Thanh lý, nhượng bán",(14.732.251),-,(1.113.672.036),-,(1.128.404.287),-14732251.0,,-1113672036.0,,-1128404287.0
Số dư cuối năm,Giá trị hao mòn lũy kế > Số dư cuối năm,Số dư cuối năm,16.988.106.848,1.377.807.906,25.026.073.843,14.244.298.246,57.636.286.843,16988106848.0,1377807906.0,25026073843.0,14244298246.0,57636286843.0
Giá trị còn lại,Giá trị còn lại,Giá trị còn lại,Giá trị còn lại,Giá trị còn lại,Giá trị còn lại,Giá trị còn lại,Giá trị còn lại,,,,,
Tại ngày đầu năm,Giá trị còn lại > Tại ngày đầu năm,Tại ngày đầu năm,104.063.831.282,779.602.199,29.493.414.233,6.138.634.366,140.475.482.080,104063831282.0,779602199.0,29493414233.0,6138634366.0,140475482080.0
Tại ngày cuối năm,Giá trị còn lại > Tại ngày cuối năm,Tại ngày cuối năm,99.491.803.713,642.840.275,33.826.749.889,3.811.915.875,137.773.309.752,99491803713.0,642840275.0,33826749889.0,3811915875.0,137773309752.0
