row_label_raw,row_label_full,Bên liên quan,Mối quan hệ,numeric__Mối quan hệ
Ông Nguyễn Trung Vũ,Ông Nguyễn Trung Vũ,Ông Nguyễn Trung Vũ,Chủ tịch HĐQT,
Ông Phạm Thanh Hung,Ông Phạm Thanh Hung,Ông Phạm Thanh Hung,Phó Chủ tịch HĐQT,
Ông Nguyễn Đức Vui,Ông Nguyễn Đức Vui,Ông Nguyễn Đức Vui,Thành viên HĐQT độc lập kiểm Chủ tịch ủy ban kiểm toán,
Bà Nguyễn Thị Hoàng Oanh,Bà Nguyễn Thị Hoàng Oanh,Bà Nguyễn Thị Hoàng Oanh,Thành viên HĐQT độc lập,
Ông Chu Hữu Chiến,Ông Chu Hữu Chiến,Ông Chu Hữu Chiến,Thành viên HĐQT kiểm Tổng Giám đốc,
Ông Vương Văn Tường,Ông Vương Văn Tường,Ông Vương Văn Tường,Thành viên HĐQT không điều hành kiểm Thành viên ủy ban kiểm toán,
Bà Nguyễn Minh Hồi,Bà Nguyễn Minh Hồi,Bà Nguyễn Minh Hồi,Thành viên HĐQT kiểm Phó Tổng Giám đốc,
Bà Nguyễn Thị Thanh,Bà Nguyễn Thị Thanh,Bà Nguyễn Thị Thanh,Phó Tổng Giám đốc,
Ông Nguyễn Anh Hương,Ông Nguyễn Anh Hương,Ông Nguyễn Anh Hương,Phó Tổng Giám đốc,
Bà Nguyễn Minh Hồi,Bà Nguyễn Minh Hồi,Bà Nguyễn Minh Hồi,Phó Tổng Giám đốc,
Ông Nguyễn Đức Vui,Ông Nguyễn Đức Vui,Ông Nguyễn Đức Vui,Chủ tịch ủy ban kiểm toán,
Ông Vương Văn Tường,Ông Vương Văn Tường,Ông Vương Văn Tường,Thành viên ủy ban kiểm toán,
