row_label_raw,row_label_full,col_0,31/12/2022 > Giá trịVND,31/12/2022 > Số có khả năng trả nợVND,01/01/2022 > Giá trịVND,01/01/2022 > Số có khả năng trả nợVND,numeric__31/12/2022 > Giá trịVND,numeric__31/12/2022 > Số có khả năng trả nợVND,numeric__01/01/2022 > Giá trịVND,numeric__01/01/2022 > Số có khả năng trả nợVND
Bên liên quan,Bên liên quan,Bên liên quan,13.056.588.928,13.056.588.928,26.753.435.326,26.753.435.326,13056588928.0,13056588928.0,26753435326.0,26753435326.0
- Công ty Cổ phần Tập đoàn Thế Kỳ,- Công ty Cổ phần Tập đoàn Thế Kỳ,- Công ty Cổ phần Tập đoàn Thế Kỳ,10.303.845.419,10.303.845.419,12.843.630.198,12.843.630.198,10303845419.0,10303845419.0,12843630198.0,12843630198.0
- Công ty Cổ phần Đầu tư và Phát triển Bất động sản Thế Kỳ,- Công ty Cổ phần Đầu tư và Phát triển Bất động sản Thế Kỳ,- Công ty Cổ phần Đầu tư và Phát triển Bất động sản Thế Kỳ,-,-,4.645.794.904,4.645.794.904,,,4645794904.0,4645794904.0
- Công ty Cổ phần Hồng Lam Xuân Thành,- Công ty Cổ phần Hồng Lam Xuân Thành,- Công ty Cổ phần Hồng Lam Xuân Thành,727.395.001,727.395.001,,,727395001.0,727395001.0,,
- Công ty Cổ phần Dịch vụ Golf và Lift hành Thế kỳ,- Công ty Cổ phần Dịch vụ Golf và Lift hành Thế kỳ,- Công ty Cổ phần Dịch vụ Golf và Lift hành Thế kỳ,2.025.348.508,2.025.348.508,9.264.010.224,9.264.010.224,2025348508.0,2025348508.0,9264010224.0,9264010224.0
Bên khác,Bên khác,Bên khác,126.856.242.930,126.856.242.930,67.217.319.001,67.217.319.001,126856242930.0,126856242930.0,67217319001.0,67217319001.0
- Công ty TNHH Phát triển Công nghệ NZTECH,- Công ty TNHH Phát triển Công nghệ NZTECH,- Công ty TNHH Phát triển Công nghệ NZTECH,18.087.252.000,18.087.252.000,-,-,18087252000.0,18087252000.0,,
- Công ty Cổ phần Bất động sản Galaxy Land,- Công ty Cổ phần Bất động sản Galaxy Land,- Công ty Cổ phần Bất động sản Galaxy Land,1.106.597.733,1.106.597.733,4.091.860.240,4.091.860.240,1106597733.0,1106597733.0,4091860240.0,4091860240.0
- Công ty Cổ phần Công nghệ Quốc tế GTech,- Công ty Cổ phần Công nghệ Quốc tế GTech,- Công ty Cổ phần Công nghệ Quốc tế GTech,9.985.000.000,9.985.000.000,9.985.000.000,9.985.000.000,9985000000.0,9985000000.0,9985000000.0,9985000000.0
- Phải trả các đối tượng khác,- Phải trả các đối tượng khác,- Phải trả các đối tượng khác,97.677.393.197,97.677.393.197,53.140.458.761,53.140.458.761,97677393197.0,97677393197.0,53140458761.0,53140458761.0
,,,139.912.831.858,139.912.831.858,93.970.754.327,93.970.754.327,139912831858.0,139912831858.0,93970754327.0,93970754327.0
