row_label_raw,row_label_full,col_0,31/12/2022 > Giá trịVND,31/12/2022 > Dự phòngVND,01/01/2022 > Giá trịVND,01/01/2022 > Dự phòngVND,numeric__31/12/2022 > Giá trịVND,numeric__31/12/2022 > Dự phòngVND,numeric__01/01/2022 > Giá trịVND,numeric__01/01/2022 > Dự phòngVND
Công ty Cổ phần Đầu tư và Xây dựng Xuân Phú Hải,Công ty Cổ phần Đầu tư và Xây dựng Xuân Phú Hải,Công ty Cổ phần Đầu tư và Xây dựng Xuân Phú Hải,24.915.835.443,-,-,-,24915835443.0,,,
Công ty TNHH Kinh doanh Bắt động sản MIKHOME,Công ty TNHH Kinh doanh Bắt động sản MIKHOME,Công ty TNHH Kinh doanh Bắt động sản MIKHOME,15.159.917.922,-,11.075.572.647,-,15159917922.0,,11075572647.0,
Khách dự án Hud Mê Linh,Khách dự án Hud Mê Linh,Khách dự án Hud Mê Linh,59.672.250.000,-,-,,59672250000.0,,,
Phải thu khách hàng Dự án Hoa Tiên Paradise,Phải thu khách hàng Dự án Hoa Tiên Paradise,Phải thu khách hàng Dự án Hoa Tiên Paradise,209.982.466.028,-,-,-,209982466028.0,,,
Công ty TNHH GAMUDA Land Việt Nam,Công ty TNHH GAMUDA Land Việt Nam,Công ty TNHH GAMUDA Land Việt Nam,1.100.000.001,-,8.286.100.431,-,1100000001.0,,8286100431.0,
Công ty Cổ phần Trung Sơn,Công ty Cổ phần Trung Sơn,Công ty Cổ phần Trung Sơn,55.776.677.624,-,11.282.922.488,-,55776677624.0,,11282922488.0,
Công ty Cổ Phần C-Holdings,Công ty Cổ Phần C-Holdings,Công ty Cổ Phần C-Holdings,18.480.399.626,,2.495.320.001,-,18480399626.0,,2495320001.0,
Công ty Cổ phần Tập đoàn Đầu tư Thăng Long,Công ty Cổ phần Tập đoàn Đầu tư Thăng Long,Công ty Cổ phần Tập đoàn Đầu tư Thăng Long,-,-,9.736.122.505,-,,,9736122505.0,
Công ty Cổ phần Phát triển Nhà Bình Minh,Công ty Cổ phần Phát triển Nhà Bình Minh,Công ty Cổ phần Phát triển Nhà Bình Minh,13.593.608.889,-,180.541.229.839,-,13593608889.0,,180541229839.0,
Công Ty Cổ phần - Đầu tư Bắt động sản Thành Phương,Công Ty Cổ phần - Đầu tư Bắt động sản Thành Phương,Công Ty Cổ phần - Đầu tư Bắt động sản Thành Phương,20.084.623.518,-,-,-,20084623518.0,,,
Công ty Cổ phần Bitexco,Công ty Cổ phần Bitexco,Công ty Cổ phần Bitexco,9.455.859.412,-,73.439.188.860,-,9455859412.0,,73439188860.0,
Công ty Cổ phần VMF,Công ty Cổ phần VMF,Công ty Cổ phần VMF,6.592.833.226,-,1.583.660.390,,6592833226.0,,1583660390.0,
Chi nhánh Hà Tây - Công ty Cổ phần Tập đoàn Nam Cường Hà Nội,Chi nhánh Hà Tây - Công ty Cổ phần Tập đoàn Nam Cường Hà Nội,Chi nhánh Hà Tây - Công ty Cổ phần Tập đoàn Nam Cường Hà Nội,-,-,36.738.948.297,,,,36738948297.0,
Các khoản phải thu khách hàng khác,Các khoản phải thu khách hàng khác,Các khoản phải thu khách hàng khác,197.446.322.354,(16.528.771.996),228.021.869.822,(828.746.676),197446322354.0,-16528771996.0,228021869822.0,-828746676.0
,,,752.383.502.224,(16.528.771.996),583.736.128.112,(828.746.676),752383502224.0,-16528771996.0,583736128112.0,-828746676.0
