row_label_raw,row_label_full,col_0,31/12/2022 > Giá trịVND,31/12/2022 > Dự phòngVND,01/01/2022 > Giá trịVND,01/01/2022 > Dự phòngVND,numeric__31/12/2022 > Giá trịVND,numeric__31/12/2022 > Dự phòngVND,numeric__01/01/2022 > Giá trịVND,numeric__01/01/2022 > Dự phòngVND
Bên liên quan,Bên liên quan,Bên liên quan,35.190.541.129,-,17.411.349.538,-,35190541129.0,,17411349538.0,
Công ty Cổ phần Tập đoàn Thế Kỳ,Công ty Cổ phần Tập đoàn Thế Kỳ,Công ty Cổ phần Tập đoàn Thế Kỳ,3.442.487.747,-,1.186.325.473,-,3442487747.0,,1186325473.0,
Công ty Cổ phần Đầu tư và Phát triển Bắt động sản Thế Kỳ,Công ty Cổ phần Đầu tư và Phát triển Bắt động sản Thế Kỳ,Công ty Cổ phần Đầu tư và Phát triển Bắt động sản Thế Kỳ,22.551.007.118,-,9.715.959.251,-,22551007118.0,,9715959251.0,
Công ty Cổ phần Dịch vụ Gia tăng Bắt động sản Thế kỳ,Công ty Cổ phần Dịch vụ Gia tăng Bắt động sản Thế kỳ,Công ty Cổ phần Dịch vụ Gia tăng Bắt động sản Thế kỳ,6.534.000,-,6.534.000,-,6534000.0,,6534000.0,
Công ty Cổ phần Dịch vụ Golf và Lữ hành Thế kỳ,Công ty Cổ phần Dịch vụ Golf và Lữ hành Thế kỳ,Công ty Cổ phần Dịch vụ Golf và Lữ hành Thế kỳ,4.953.671.120,-,2.872.385.858,-,4953671120.0,,2872385858.0,
Công ty Cổ phần Dolphin 2 Việt Nam,Công ty Cổ phần Dolphin 2 Việt Nam,Công ty Cổ phần Dolphin 2 Việt Nam,-,-,3.523.768.308,-,,,3523768308.0,
Công ty Cổ phần Hồng Lam Xuân Thành,Công ty Cổ phần Hồng Lam Xuân Thành,Công ty Cổ phần Hồng Lam Xuân Thành,2.144.759.042,,-,,2144759042.0,,,
Công ty Cổ phần Thẩm định giá Thế kỳ,Công ty Cổ phần Thẩm định giá Thế kỳ,Công ty Cổ phần Thẩm định giá Thế kỳ,2.092.082.102,-,106.376.648,-,2092082102.0,,106376648.0,
Bên khác,Bên khác,Bên khác,717.192.961.095,(16.528.771.996),566.324.778.574,(828.746.676),717192961095.0,-16528771996.0,566324778574.0,-828746676.0
Công ty Cổ phần Bắt động sản Galaxy Land,Công ty Cổ phần Bắt động sản Galaxy Land,Công ty Cổ phần Bắt động sản Galaxy Land,84.932.167.052,-,3.123.843.294,-,84932167052.0,,3123843294.0,
