row_label_raw,row_label_full,Mã số,TÀI SẢN,Thuyết minh,31/12/2022 > VND,01/01/2022 > VND,numeric__TÀI SẢN,numeric__Thuyết minh,numeric__31/12/2022 > VND,numeric__01/01/2022 > VND
100,100,100,A. TÀI SẢN NGẮN HẠN,,5.105.800.891.005,4.083.706.309.433,,,5105800891005.0,4083706309433.0
110,110,110,I. Tiền và các khoản tương đương tiền,3,101.302.605.509,122.548.870.942,,3.0,101302605509.0,122548870942.0
111,111,111,1. Tiền,,101.302.605.509,121.476.852.554,,,101302605509.0,121476852554.0
112,112,112,2. Các khoản tương đương tiền,,-,1.072.018.388,,,,1072018388.0
120,120,120,II. Đầu tư tài chính ngắn hạn,4,283.834.355.216,1.462.567.883.188,,4.0,283834355216.0,1462567883188.0
123,123,123,1. Đầu tư nằm giữ đến ngày đáo hạn,,283.834.355.216,1.462.567.883.188,,,283834355216.0,1462567883188.0
130,130,130,III. Các khoản phải thu ngắn hạn,,4.270.225.213.007,1.977.094.074.896,,,4270225213007.0,1977094074896.0
131,131,131,1. Phải thu ngắn hạn của khách hàng,5,752.383.502.224,583.736.128.112,,5.0,752383502224.0,583736128112.0
132,132,132,2. Trả trước cho người bán ngắn hạn,6,172.254.987.772,266.047.480.201,,6.0,172254987772.0,266047480201.0
135,135,135,3. Phải thu về cho vay ngắn hạn,7,618.203.700.000,103.760.700.000,,7.0,618203700000.0,103760700000.0
136,136,136,4. Phải thu ngắn hạn khác,8,2.799.188.756.066,1.078.654.978.883,,8.0,2799188756066.0,1078654978883.0
137,137,137,5. Dự phòng phải thu ngắn hạn khó đòi,,(71.805.733.055),(55.105.212.300),,,-71805733055.0,-55105212300.0
140,140,140,IV. Hàng tồn kho,10,424.204.451.392,501.891.740.357,,10.0,424204451392.0,501891740357.0
141,141,141,1. Hàng tồn kho,,424.204.451.392,501.891.740.357,,,424204451392.0,501891740357.0
150,150,150,V. Tài sản ngắn hạn khác,,26.234.265.881,19.603.740.050,,,26234265881.0,19603740050.0
151,151,151,1. Chi phí trả trước ngắn hạn,15,10.683.097.609,17.511.528.426,,15.0,10683097609.0,17511528426.0
152,152,152,2. Thuế GTGT được khấu trừ,,13.367.738.014,1.723.656.915,,,13367738014.0,1723656915.0
153,153,153,3. Thuế và các khoản khác phải thu Nhà nước,19,2.183.430.258,368.554.709,,19.0,2183430258.0,368554709.0
200,200,200,B. TÀI SẢN DÀI HẠN,,2.511.271.560.209,2.187.167.948.518,,,2511271560209.0,2187167948518.0
210,210,210,I. Các khoản phải thu dài hạn,,2.103.585.619.985,1.765.115.858.333,,,2103585619985.0,1765115858333.0
215,215,215,1. Phải thu về cho vay dài hạn,7,-,281.200.000.000,,7.0,,281200000000.0
216,216,216,2. Phải thu dài hạn khác,8,2.127.135.619.985,1.483.915.858.333,,8.0,2127135619985.0,1483915858333.0
219,219,219,3. Dự phòng phải thu dài hạn khó đòi,,(23.550.000.000),-,,,-23550000000.0,
220,220,220,II. Tài sản cố định,,213.944.763.606,234.841.299.318,,,213944763606.0,234841299318.0
221,221,221,1. Tài sản cố định hữu hình,12,137.773.309.752,140.475.482.080,,12.0,137773309752.0,140475482080.0
222,222,222,- Nguyên giá,,195.409.596.595,184.275.959.842,,,195409596595.0,184275959842.0
223,223,223,- Giá trị hao mòn luỹ kế,,(57.636.286.843),(43.800.477.762),,,-57636286843.0,-43800477762.0
227,227,227,2. Tài sản cố định vô hình,13,76.171.453.854,94.365.817.238,,13.0,76171453854.0,94365817238.0
228,228,228,- Nguyên giá,,174.699.843.213,159.473.104.213,,,174699843213.0,159473104213.0
229,229,229,- Giá trị hao mòn luỹ kế,,(98.528.389.359),(65.107.286.975),,,-98528389359.0,-65107286975.0
230,230,230,III. Bất động sản đầu tư,14,129.872.524.205,134.376.773.597,,14.0,129872524205.0,134376773597.0
231,231,231,- Nguyên giá,,135.127.481.829,135.127.481.829,,,135127481829.0,135127481829.0
232,232,232,- Giá trị hao mòn luỹ kế,,(5.254.957.624),(750.708.232),,,-5254957624.0,-750708232.0
