row_label_raw,row_label_full,Đối tượng,Hợp đồng cho vay,Thời điểm bắt đầu cho vay,Mục đích vay,"Hình thức bảo đảm và kỳ hạn, lãi suất",31/12/2022,01/01/2022,numeric__Hợp đồng cho vay,numeric__Thời điểm bắt đầu cho vay,numeric__Mục đích vay,"numeric__Hình thức bảo đảm và kỳ hạn, lãi suất",numeric__31/12/2022,numeric__01/01/2022
,,,,,,,VND,VND,,,,,,
Công ty Cổ phần Đầu tư và Phát triển Bất động sản Thế kỳ,Công ty Cổ phần Đầu tư và Phát triển Bất động sản Thế kỳ,Công ty Cổ phần Đầu tư và Phát triển Bất động sản Thế kỳ,Hợp đồng vay vốn số 245/HĐVV/CRE-CIV,24/05/21,Vay vốn hoạt động kinh doanh,"Tín chấp - kỳ hạn 12 tháng, lãi suất 9%/ năm",30.000.000.000,30.000.000.000,,,,,30000000000.0,30000000000.0
Công ty Cổ phần Đầu tư và Phát triển Bất động sản Thế kỳ,Công ty Cổ phần Đầu tư và Phát triển Bất động sản Thế kỳ,Công ty Cổ phần Đầu tư và Phát triển Bất động sản Thế kỳ,Hợp đồng vay vốn số 2501/2022/HĐVV/CENL AND- CIV,25/01/22,Vay vốn hoạt động kinh doanh,"Tín chấp - kỳ hạn 12 tháng, lãi suất 9%/ năm",80.000.000.000,-,,,,,80000000000.0,
Công ty Cổ phần Đầu tư và Phát triển Bất động sản Thế kỳ,Công ty Cổ phần Đầu tư và Phát triển Bất động sản Thế kỳ,Công ty Cổ phần Đầu tư và Phát triển Bất động sản Thế kỳ,Hợp đồng vay vốn số 2801/2022/HĐVV/CRE-CIV,27/01/22,Vay vốn hoạt động kinh doanh,"Tín chấp - kỳ hạn 12 tháng, lãi suất 9%/ năm",40.000.000.000,-,,,,,40000000000.0,
