row_label_raw,row_label_full,"Cổ tức nhận được trong năm từ góp vốn,mua cổ phần",Năm nayTriệu đồng > 32.152,Năm trướcTriệu đồng > 12.675,numeric__Năm nayTriệu đồng > 32.152,numeric__Năm trướcTriệu đồng > 12.675
- Từ chứng khoán vốn kinh doanh,- Từ chứng khoán vốn kinh doanh,- Từ chứng khoán vốn kinh doanh,1.303,2.764,1303.0,2764.0
- Từ chứng khoán vốn đầu tư,- Từ chứng khoán vốn đầu tư,- Từ chứng khoán vốn đầu tư,10.747,2.464,10747.0,2464.0
"- Từ góp vốn, đầu tư dài hạn","- Từ góp vốn, đầu tư dài hạn","- Từ góp vốn, đầu tư dài hạn",20.102,7.447,20102.0,7447.0
Thu nhập từ thanh lý các khoản đầu tư dài hạn,Thu nhập từ thanh lý các khoản đầu tư dài hạn,Thu nhập từ thanh lý các khoản đầu tư dài hạn,190,-,190.0,
,,,32.342,12.675,32342.0,12675.0
