row_label_raw,row_label_full,col_0,Thuyết minh,Năm nay Triệu đồng,Năm trước Triệu đồng,numeric__Thuyết minh,numeric__Năm nay Triệu đồng,numeric__Năm trước Triệu đồng
LƯU CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH,LƯU CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH,LƯU CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH,LƯU CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH,LƯU CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH,LƯU CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH,,,
Thu nhập lãi và các khoản thu nhập tương tự nhận được,LƯU CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > Thu nhập lãi và các khoản thu nhập tương tự nhận được,Thu nhập lãi và các khoản thu nhập tương tự nhận được,,17.850.649,15.648.740,,17850649.0,15648740.0
Chi phí lãi và các chi phí tương tự đã trả,LƯU CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > Chi phí lãi và các chi phí tương tự đã trả,Chi phí lãi và các chi phí tương tự đã trả,,(13.362.601),(8.987.452),,-13362601.0,-8987452.0
Thu nhập từ hoạt động dịch vụ nhận được,LƯU CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > Thu nhập từ hoạt động dịch vụ nhận được,Thu nhập từ hoạt động dịch vụ nhận được,,1.477.989,1.188.601,,1477989.0,1188601.0
"Chênh lệch số tiền thực thu từ hoạt động kinh doanh chứng khoán, vàng bạc, ngoại tệ","LƯU CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > Chênh lệch số tiền thực thu từ hoạt động kinh doanh chứng khoán, vàng bạc, ngoại tệ","Chênh lệch số tiền thực thu từ hoạt động kinh doanh chứng khoán, vàng bạc, ngoại tệ",,299.394,140.029,,299394.0,140029.0
Thu nhập khác,LƯU CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > Thu nhập khác,Thu nhập khác,,114.618,37.740,,114618.0,37740.0
"Tiền thu các khoản nợ đã được xử lý xóa, bù đắp bằng nguồn rủi ro","LƯU CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > Tiền thu các khoản nợ đã được xử lý xóa, bù đắp bằng nguồn rủi ro","Tiền thu các khoản nợ đã được xử lý xóa, bù đắp bằng nguồn rủi ro",,56.751,139.467,,56751.0,139467.0
"Tiền chi trả cho nhân viên và hoạt động quản lý, công vụ","LƯU CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > Tiền chi trả cho nhân viên và hoạt động quản lý, công vụ","Tiền chi trả cho nhân viên và hoạt động quản lý, công vụ",,(5.375.509),(4.164.667),,-5375509.0,-4164667.0
Tiền thuế thu nhập thực nộp trong năm,LƯU CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > Tiền thuế thu nhập thực nộp trong năm,Tiền thuế thu nhập thực nộp trong năm,22,(38.545),(514.536),22.0,-38545.0,-514536.0
Tiền thuần từ hoạt động kinh doanh trước những thay đổi về tài sản và nợ phải trả,LƯU CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > Tiền thuần từ hoạt động kinh doanh trước những thay đổi về tài sản và nợ phải trả,Tiền thuần từ hoạt động kinh doanh trước những thay đổi về tài sản và nợ phải trả,,1.022.746,3.487.922,,1022746.0,3487922.0
Thay đổi về tài sản hoạt động,LƯU CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > Thay đổi về tài sản hoạt động,Thay đổi về tài sản hoạt động,,(39.261.903),(27.510.472),,-39261903.0,-27510472.0
(Tăng)/giảm các khoản tiền gửi tại và cho vay các TCTD khác,LƯU CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > (Tăng)/giảm các khoản tiền gửi tại và cho vay các TCTD khác,(Tăng)/giảm các khoản tiền gửi tại và cho vay các TCTD khác,,(112.256),734.827,,-112256.0,734827.0
Tăng các khoản về kinh doanh chứng khoán,LƯU CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > Tăng các khoản về kinh doanh chứng khoán,Tăng các khoản về kinh doanh chứng khoán,,(2.299.333),(4.264.314),,-2299333.0,-4264314.0
Tăng các công cụ tài chính phải sinh và các tài sản tài chính khác,LƯU CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > Tăng các công cụ tài chính phải sinh và các tài sản tài chính khác,Tăng các công cụ tài chính phải sinh và các tài sản tài chính khác,,(15.422),-,,-15422.0,
Tăng các khoản cho vay và cho thuê tài chính khách hàng,LƯU CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > Tăng các khoản cho vay và cho thuê tài chính khách hàng,Tăng các khoản cho vay và cho thuê tài chính khách hàng,,(37.380.211),(23.417.321),,-37380211.0,-23417321.0
Giảm nguồn dự phòng để bù đắp tồn thất,LƯU CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > Giảm nguồn dự phòng để bù đắp tồn thất,Giảm nguồn dự phòng để bù đắp tồn thất,,(36.990),(43.886),,-36990.0,-43886.0
Giảm/(tăng) khác về tài sản hoạt động,LƯU CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > Giảm/(tăng) khác về tài sản hoạt động,Giảm/(tăng) khác về tài sản hoạt động,,582.309,(519.778),,582309.0,-519778.0
Thay đổi về công nợ hoạt động,LƯU CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > Thay đổi về công nợ hoạt động,Thay đổi về công nợ hoạt động,,39.365.105,18.857.824,,39365105.0,18857824.0
Tăng/(giảm) các khoản nợ Chính phủ và NHNN,LƯU CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > Tăng/(giảm) các khoản nợ Chính phủ và NHNN,Tăng/(giảm) các khoản nợ Chính phủ và NHNN,,3.774.694,(1.050.498),,3774694.0,-1050498.0
"Tăng/(giảm) các khoản tiền gửi, tiền vay các TCTD","LƯU CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > Tăng/(giảm) các khoản tiền gửi, tiền vay các TCTD","Tăng/(giảm) các khoản tiền gửi, tiền vay các TCTD",,5.155.579,(1.456.851),,5155579.0,-1456851.0
Tăng tiền gửi của khách hàng,LƯU CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > Tăng tiền gửi của khách hàng,Tăng tiền gửi của khách hàng,,30.658.356,20.514.104,,30658356.0,20514104.0
"(Giảm)/tăng vốn tài trợ, ủy thác đầu tư, cho vay chịu rủi ro","LƯU CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > (Giảm)/tăng vốn tài trợ, ủy thác đầu tư, cho vay chịu rủi ro","(Giảm)/tăng vốn tài trợ, ủy thác đầu tư, cho vay chịu rủi ro",,(389.079),677.421,,-389079.0,677421.0
(Giảm)/tăng các công cụ nợ tài chính phải sinh và các khoản nợ tài chính khác,LƯU CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > (Giảm)/tăng các công cụ nợ tài chính phải sinh và các khoản nợ tài chính khác,(Giảm)/tăng các công cụ nợ tài chính phải sinh và các khoản nợ tài chính khác,,(22.853),35.004,,-22853.0,35004.0
Tăng khác về công nợ hoạt động,LƯU CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > Tăng khác về công nợ hoạt động,Tăng khác về công nợ hoạt động,,259.577,411.814,,259577.0,411814.0
Chi từ các quỹ của Ngân hàng,LƯU CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > Chi từ các quỹ của Ngân hàng,Chi từ các quỹ của Ngân hàng,,(71.169),(273.170),,-71169.0,-273170.0
Tiền thuần từ/(sử dụng vào) hoạt động kinh doanh,LƯU CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > Tiền thuần từ/(sử dụng vào) hoạt động kinh doanh,Tiền thuần từ/(sử dụng vào) hoạt động kinh doanh,,1.125.948,(5.164.726),,1125948.0,-5164726.0
