row_label_raw,row_label_full,Phân loại,Số dư tiền gửi và cho vay Triệu đồng,Dự phòng cụ thể Triệu đồng,Dự phòng chung Triệu đồng,Tổng số dự phòng Triệu đồng,numeric__Số dư tiền gửi và cho vay Triệu đồng,numeric__Dự phòng cụ thể Triệu đồng,numeric__Dự phòng chung Triệu đồng,numeric__Tổng số dự phòng Triệu đồng
Nợ đủ tiêu chuẩn,Nợ đủ tiêu chuẩn,Nợ đủ tiêu chuẩn,1.643.000,-,-,-,1643000.0,,,
Nợ có khả năng mất vốn,Nợ có khả năng mất vốn,Nợ có khả năng mất vốn,552,(552),-,(552),552.0,-552.0,,-552.0
,,,1.643.552,(552),-,(552),1643552.0,-552.0,,-552.0
