row_label_raw,row_label_full,Số dư đầu năm > Tăng trong năm,Năm nayTriệu đồng > 426.051 > 362.019,Năm trướcTriệu đồng > 660.435 > 377.954,numeric__Năm nayTriệu đồng > 426.051 > 362.019,numeric__Năm trướcTriệu đồng > 660.435 > 377.954
Tăng từ sáp nhập Ngân hàng TMCP,Tăng từ sáp nhập Ngân hàng TMCP,Tăng từ sáp nhập Ngân hàng TMCP,,152.981,,152981.0
Phương Nam,Phương Nam,Phương Nam,,,,
Chuyển sang tài sản cố định hữu hình(Thuyết minh số 15.1),Phương Nam > Chuyển sang tài sản cố định hữu hình(Thuyết minh số 15.1),Chuyển sang tài sản cố định hữu hình(Thuyết minh số 15.1),(227.428),(468.159),-227428.0,-468159.0
Chuyển sang tài sản cố định vô hình(Thuyết minh số 15.3),Phương Nam > Chuyển sang tài sản cố định vô hình(Thuyết minh số 15.3),Chuyển sang tài sản cố định vô hình(Thuyết minh số 15.3),(98.435),(289.095),-98435.0,-289095.0
Chuyển sang chi phí chờ phân bổ vàchi phí hoạt động,Phương Nam > Chuyển sang chi phí chờ phân bổ vàchi phí hoạt động,Chuyển sang chi phí chờ phân bổ vàchi phí hoạt động,(22.069),(2.432),-22069.0,-2432.0
Giảm khác,Phương Nam > Giảm khác,Giảm khác,(603),(5.633),-603.0,-5633.0
Số dư cuối năm,Phương Nam > Số dư cuối năm,Số dư cuối năm,439.535,426.051,439535.0,426051.0
