row_label_raw,row_label_full,col_0,Số cuối nămTriệu đồng,Số đầu nămTriệu đồng,numeric__Số cuối nămTriệu đồng,numeric__Số đầu nămTriệu đồng
Phải trả nội bộ,Phải trả nội bộ,Phải trả nội bộ,44.909,90.471,44909.0,90471.0
Quỹ khen thưởng phúc lợi,Quỹ khen thưởng phúc lợi,Quỹ khen thưởng phúc lợi,25.790,77.637,25790.0,77637.0
Các khoản phải trả công nhân viên,Các khoản phải trả công nhân viên,Các khoản phải trả công nhân viên,653,700,653.0,700.0
Các khoản phải trả khác,Các khoản phải trả khác,Các khoản phải trả khác,18.466,12.134,18466.0,12134.0
Phải trả bên ngoài,Phải trả bên ngoài,Phải trả bên ngoài,1.266.348,1.009.736,1266348.0,1009736.0
Phải trả liên quan đến hoạt động thể,Phải trả liên quan đến hoạt động thể,Phải trả liên quan đến hoạt động thể,457.527,230.503,457527.0,230503.0
Khoản đặt cọc mua tài sản nhận cán trừ nợ,Khoản đặt cọc mua tài sản nhận cán trừ nợ,Khoản đặt cọc mua tài sản nhận cán trừ nợ,129.921,105.695,129921.0,105695.0
Các khoản phải trả khách hàng,Các khoản phải trả khách hàng,Các khoản phải trả khách hàng,124.222,78.183,124222.0,78183.0
Phải trả công ty kiểu hối nước ngoài,Phải trả công ty kiểu hối nước ngoài,Phải trả công ty kiểu hối nước ngoài,103.070,104.298,103070.0,104298.0
Thuế và các khoản phải nộp Nhà nước(Thuyết minh số 22),Thuế và các khoản phải nộp Nhà nước(Thuyết minh số 22),Thuế và các khoản phải nộp Nhà nước(Thuyết minh số 22),85.281,88.937,85281.0,88937.0
Doanh thu chờ phân bổ,Doanh thu chờ phân bổ,Doanh thu chờ phân bổ,42.023,39.900,42023.0,39900.0
Chuyển tiền phải trả,Chuyển tiền phải trả,Chuyển tiền phải trả,24.100,23.383,24100.0,23383.0
Quỹ Phát triển Khoa học và Công nghệ,Quỹ Phát triển Khoa học và Công nghệ,Quỹ Phát triển Khoa học và Công nghệ,15.731,19.625,15731.0,19625.0
Phải trả cổ tức (Thuyết minh số 23.4),Phải trả cổ tức (Thuyết minh số 23.4),Phải trả cổ tức (Thuyết minh số 23.4),10.199,10.774,10199.0,10774.0
Khác,Khác,Khác,274.274,308.438,274274.0,308438.0
,,,1.311.257,1.100.207,1311257.0,1100207.0
