row_label_raw,row_label_full,col_0,Số cuối nămTriệu đồng,Số đầu nămTriệu đồng,numeric__Số cuối nămTriệu đồng,numeric__Số đầu nămTriệu đồng
Rủi ro tín dụng liên quan đến các tài sản nội bằng,Rủi ro tín dụng liên quan đến các tài sản nội bằng,Rủi ro tín dụng liên quan đến các tài sản nội bằng,Rủi ro tín dụng liên quan đến các tài sản nội bằng,Rủi ro tín dụng liên quan đến các tài sản nội bằng,,
Tiền gửi và cho vay các tổ chức tín dụng khác,Rủi ro tín dụng liên quan đến các tài sản nội bằng > Tiền gửi và cho vay các tổ chức tín dụng khác,Tiền gửi và cho vay các tổ chức tín dụng khác,2.484.888,2.208.420,2484888.0,2208420.0
Các công cụ tài chính phải sinh,Rủi ro tín dụng liên quan đến các tài sản nội bằng > Các công cụ tài chính phải sinh,Các công cụ tài chính phải sinh,15.422,-,15422.0,
Cho vay và cho thuê tài chính khách hàng,Cho vay và cho thuê tài chính khách hàng,Cho vay và cho thuê tài chính khách hàng,,,,
- Cho vay và cho thuê tài chính khách hàng cá nhân,Cho vay và cho thuê tài chính khách hàng > - Cho vay và cho thuê tài chính khách hàng cá nhân,- Cho vay và cho thuê tài chính khách hàng cá nhân,104.075.084,89.680.646,104075084.0,89680646.0
- Cho vay và cho thuê tài chính khách hàng tổ chức,Cho vay và cho thuê tài chính khách hàng > - Cho vay và cho thuê tài chính khách hàng tổ chức,- Cho vay và cho thuê tài chính khách hàng tổ chức,94.784.581,96.236.167,94784581.0,96236167.0
Hoạt động mua nợ,Cho vay và cho thuê tài chính khách hàng > Hoạt động mua nợ,Hoạt động mua nợ,757.528,300,757528.0,300.0
Chứng khoán đầu tư,Chứng khoán đầu tư,Chứng khoán đầu tư,,,,
- Chứng khoán nợ sẵn sàng để bán,Chứng khoán đầu tư > - Chứng khoán nợ sẵn sàng để bán,- Chứng khoán nợ sẵn sàng để bán,175.788,176.177,175788.0,176177.0
- Chứng khoán nợ giữ đến ngày đáo hạn,Chứng khoán đầu tư > - Chứng khoán nợ giữ đến ngày đáo hạn,- Chứng khoán nợ giữ đến ngày đáo hạn,38.300.913,15.142.479,38300913.0,15142479.0
Tài sản tài chính khác,Chứng khoán đầu tư > Tài sản tài chính khác,Tài sản tài chính khác,32.269.515,31.920.251,32269515.0,31920251.0
Rủi ro tín dụng liên quan đến các tài sản ngoại bằng,Rủi ro tín dụng liên quan đến các tài sản ngoại bằng,Rủi ro tín dụng liên quan đến các tài sản ngoại bằng,Rủi ro tín dụng liên quan đến các tài sản ngoại bằng,Rủi ro tín dụng liên quan đến các tài sản ngoại bằng,,
Các hợp đồng bảo lãnh tài chính,Rủi ro tín dụng liên quan đến các tài sản ngoại bằng > Các hợp đồng bảo lãnh tài chính,Các hợp đồng bảo lãnh tài chính,4.640.301,3.944.927,4640301.0,3944927.0
Các cam kết trong thư tín dụng,Rủi ro tín dụng liên quan đến các tài sản ngoại bằng > Các cam kết trong thư tín dụng,Các cam kết trong thư tín dụng,9.281.484,6.623.786,9281484.0,6623786.0
Các cam kết khác,Rủi ro tín dụng liên quan đến các tài sản ngoại bằng > Các cam kết khác,Các cam kết khác,-,11.271,,11271.0
