row_label_raw,row_label_full,col_0,Phải thu,Phải nộp,Số phải nộp trong năm,Số đã thực nộp trong năm,Phải thu_1,Phải nộp_1,numeric__Phải thu,numeric__Phải nộp,numeric__Số phải nộp trong năm,numeric__Số đã thực nộp trong năm,numeric__Phải thu_1,numeric__Phải nộp_1
Thuế GTGT,Thuế GTGT,Thuế GTGT,16.346.245.182,7.823.431.031,39.298.193.907,31.357.436.075,4.519.972.265,5.102.028.584,16346245182.0,7823431031.0,39298193907.0,31357436075.0,4519972265.0,5102028584.0
Thuế GTGT hàng nhập khẩu,Thuế GTGT hàng nhập khẩu,Thuế GTGT hàng nhập khẩu,65.868.550,,,,65.868.550,,65868550.0,,,,65868550.0,
Thuế thu nhập doanh nghiệp,Thuế thu nhập doanh nghiệp,Thuế thu nhập doanh nghiệp,,9.249.109.682,21.152.294.944,28.484.356.339,,1.917.048.287,,9249109682.0,21152294944.0,28484356339.0,,1917048287.0
Thuế thu nhập cá nhân,Thuế thu nhập cá nhân,Thuế thu nhập cá nhân,,477.930.120,1.214.432.859,3.602.113.323,1.909.750.344,,,477930120.0,1214432859.0,3602113323.0,1909750344.0,
"Thuế nhà đất, thuê đất...","Thuế nhà đất, thuê đất...","Thuế nhà đất, thuê đất...",,16.880.462.792,15.723.286.563,25.723.286.563,420.221.208,7.300.684.000,,16880462792.0,15723286563.0,25723286563.0,420221208.0,7300684000.0
"Các khoản phí, lệ phí, thuế khác Cộng","Các khoản phí, lệ phí, thuế khác Cộng","Các khoản phí, lệ phí, thuế khác Cộng",16.412.113.732,34.430.933.625,77.388.208.273,89.167.192.300,6.915.812.367,14.319.760.871,16412113732.0,34430933625.0,77388208273.0,89167192300.0,6915812367.0,14319760871.0
