row_label_raw,row_label_full,col_0,Đơn vị tính: VND,numeric__Đơn vị tính: VND
+ Công ty CP Đầu tư và phát triển Đa Quốc Gia,+ Công ty CP Đầu tư và phát triển Đa Quốc Gia,+ Công ty CP Đầu tư và phát triển Đa Quốc Gia,+ Công ty CP Đầu tư và phát triển Đa Quốc Gia,
- Mua cá thành phẩm,+ Công ty CP Đầu tư và phát triển Đa Quốc Gia > - Mua cá thành phẩm,- Mua cá thành phẩm,66.689.290.200,66689290200.0
- Phải trả chi phí ủy thác xuất khẩu,+ Công ty CP Đầu tư và phát triển Đa Quốc Gia > - Phải trả chi phí ủy thác xuất khẩu,- Phải trả chi phí ủy thác xuất khẩu,336.000.000,336000000.0
- Phải trả chi hộ cước vận chuyển,+ Công ty CP Đầu tư và phát triển Đa Quốc Gia > - Phải trả chi hộ cước vận chuyển,- Phải trả chi hộ cước vận chuyển,2.370.017.300,2370017300.0
- Phải trả chi hộ phí hoa hồng,+ Công ty CP Đầu tư và phát triển Đa Quốc Gia > - Phải trả chi hộ phí hoa hồng,- Phải trả chi hộ phí hoa hồng,322.750.680,322750680.0
- Phải trả chi dùm tiền BHXH,+ Công ty CP Đầu tư và phát triển Đa Quốc Gia > - Phải trả chi dùm tiền BHXH,- Phải trả chi dùm tiền BHXH,19.305.000,19305000.0
- Bán cá nguyên liệu,+ Công ty CP Đầu tư và phát triển Đa Quốc Gia > - Bán cá nguyên liệu,- Bán cá nguyên liệu,254.343.838.540,254343838540.0
- Bán cá tra nguyên liệu,+ Công ty CP Đầu tư và phát triển Đa Quốc Gia > - Bán cá tra nguyên liệu,- Bán cá tra nguyên liệu,233.650.300.940,233650300940.0
- Phải trả uỷ thác xuất khẩu,+ Công ty CP Đầu tư và phát triển Đa Quốc Gia > - Phải trả uỷ thác xuất khẩu,- Phải trả uỷ thác xuất khẩu,48.450.341.145,48450341145.0
- Phải thu tiền mượn tạm,+ Công ty CP Đầu tư và phát triển Đa Quốc Gia > - Phải thu tiền mượn tạm,- Phải thu tiền mượn tạm,29.000.000.000,29000000000.0
- Phải thu tiền chi hộ BHXH,+ Công ty CP Đầu tư và phát triển Đa Quốc Gia > - Phải thu tiền chi hộ BHXH,- Phải thu tiền chi hộ BHXH,68.566.000,68566000.0
