row_label_raw,row_label_full,Đối tượng,Mối quan hệ,Số cuối năm > Giá trị,Số cuối năm > Số có khả năng trả nợ,Số đầu năm > Giá trị,Số đầu năm > Số có khả năng trả nợ,numeric__Mối quan hệ,numeric__Số cuối năm > Giá trị,numeric__Số cuối năm > Số có khả năng trả nợ,numeric__Số đầu năm > Giá trị,numeric__Số đầu năm > Số có khả năng trả nợ
Công ty CP Đầu tư và phát triển Đa Quốc Gia IDI,Công ty CP Đầu tư và phát triển Đa Quốc Gia IDI,Công ty CP Đầu tư và phát triển Đa Quốc Gia IDI,Cty Liên kết,31.263.594.364,31.263.594.364,85.641.183.887,85.641.183.887,,31263594364.0,31263594364.0,85641183887.0,85641183887.0
Công ty CP Đầu tư Du lịch và Phát triển Thủy sản,Công ty CP Đầu tư Du lịch và Phát triển Thủy sản,Công ty CP Đầu tư Du lịch và Phát triển Thủy sản,Cty Liên kết,4.955.169.750,4.955.169.750,526.762.468,526.762.468,,4955169750.0,4955169750.0,526762468.0,526762468.0
Công ty CP Châu Á,Công ty CP Châu Á,Công ty CP Châu Á,Cty Liên kết,28.210.466.638,28.210.466.638,,,,28210466638.0,28210466638.0,,
