row_label_raw,row_label_full,col_0,Số cuối năm,Đơn vị tính: VND Số đầu năm,numeric__Số cuối năm,numeric__Đơn vị tính: VND Số đầu năm
Các khoản phải thu,Các khoản phải thu,Các khoản phải thu,,,,
Hàng tồn kho,Các khoản phải thu > Hàng tồn kho,Hàng tồn kho,654.669.012.000,705.661.142.000,654669012000.0,705661142000.0
Tải sản cố định hữu hình,Các khoản phải thu > Tải sản cố định hữu hình,Tải sản cố định hữu hình,9.230.790.000,9.230.790.000,9230790000.0,9230790000.0
Quyền sử dụng đất,Các khoản phải thu > Quyền sử dụng đất,Quyền sử dụng đất,4.493.999.999,4.493.999.999,4493999999.0,4493999999.0
