row_label_raw,row_label_full,col_0,1/1/2024 VND,Số đã cấn trừ/phân loại lại VND,31/12/2024 VND,numeric__1/1/2024 VND,numeric__Số đã cấn trừ/phân loại lại VND,numeric__31/12/2024 VND
Thuế thu nhập doanh nghiệp,Thuế thu nhập doanh nghiệp,Thuế thu nhập doanh nghiệp,21.650.379.691,(2.444.107.828),19.206.271.863,21650379691.0,-2444107828.0,19206271863.0
Thuế thu nhập cá nhân,Thuế thu nhập cá nhân,Thuế thu nhập cá nhân,387.611.627,603.368,388.214.995,387611627.0,603368.0,388214995.0
Thuế nhập khẩu,Thuế nhập khẩu,Thuế nhập khẩu,761.228.697,-,761.228.697,761228697.0,,761228697.0
Thuế nhà thầu,Thuế nhà thầu,Thuế nhà thầu,566.029.500,3.311.123.778,3.877.153.278,566029500.0,3311123778.0,3877153278.0
Thuế khác,Thuế khác,Thuế khác,165.740.067,(6.428.571),159.311.496,165740067.0,-6428571.0,159311496.0
,,,23.530.989.582,861.190.747,24.392.180.329,23530989582.0,861190747.0,24392180329.0
