row_label_raw,row_label_full,col_0,31/12/2024 > Chênh lệchtạm thờiVND,31/12/2024 > Giá trịthuếVND,1/1/2024 > Chênh lệchtạm thờiVND,1/1/2024 > Giá trịthuếVND,numeric__31/12/2024 > Chênh lệchtạm thờiVND,numeric__31/12/2024 > Giá trịthuếVND,numeric__1/1/2024 > Chênh lệchtạm thờiVND,numeric__1/1/2024 > Giá trịthuếVND
Các chênh lệch tãmthời được khấu trừLỗ tính thuế,Các chênh lệch tãmthời được khấu trừLỗ tính thuế,Các chênh lệch tãmthời được khấu trừLỗ tính thuế,58.872.498.4971.818.600.248.536,5.887.249.850308.184.284.059,-1.292.590.397.812,-227.698.408.099,5.887249849718186e+23,5.887249850308184e+21,-1292590397812.0,-227698408099.0
,,,1.877.472.747.033,314.071.533.909,1.292.590.397.812,227.698.408.099,1877472747033.0,314071533909.0,1292590397812.0,227698408099.0
