row_label_raw,row_label_full,col_0,Vốn cổ phần VND,Thặng dư vốn cổ phần VND,Chênh lệch tỷ giá hối đoái VND,Quỹ đầu tư và phát triển VND,Lợi nhuận sau thuế chưa phân phối VND,Tổng vốn chủ sở hữu của Công ty VND,Lợi ích cổ đông không kiểm soát VND,Tổng VND,numeric__Vốn cổ phần VND,numeric__Thặng dư vốn cổ phần VND,numeric__Chênh lệch tỷ giá hối đoái VND,numeric__Quỹ đầu tư và phát triển VND,numeric__Lợi nhuận sau thuế chưa phân phối VND,numeric__Tổng vốn chủ sở hữu của Công ty VND,numeric__Lợi ích cổ đông không kiểm soát VND,numeric__Tổng VND
Số dư tại ngày 1 tháng 1 năm 2023,Số dư tại ngày 1 tháng 1 năm 2023,Số dư tại ngày 1 tháng 1 năm 2023,3.998.873.000.000,292.399.641.421,143.433.871.620,120.507.857.064,1.088.580.246.721,5.643.794.616.826,141.387.466.542,5.785.182.083.368,3998873000000.0,292399641421.0,143433871620.0,120507857064.0,1088580246721.0,5643794616826.0,141387466542.0,5785182083368.0
Lỗ thuần trong năm,Lỗ thuần trong năm,Lỗ thuần trong năm,-,-,-,-,(98.217.220.102),(98.217.220.102),(6.853.614.577),(105.070.834.679),,,,,-98217220102.0,-98217220102.0,-6853614577.0,-105070834679.0
Cổ tức (*),Cổ tức (*),Cổ tức (*),-,-,-,-,(164.353.680.300),(164.353.680.300),(2.778.302.676),(167.131.982.976),,,,,-164353680300.0,-164353680300.0,-2778302676.0,-167131982976.0
Vốn góp của các cổ đông không kiểm soát vào các công ty con,Vốn góp của các cổ đông không kiểm soát vào các công ty con,Vốn góp của các cổ đông không kiểm soát vào các công ty con,-,-,-,-,-,-,2.000.000.000,2.000.000.000,,,,,,,2000000000.0,2000000000.0
Trích quỹ đầu tư phát triển,Trích quỹ đầu tư phát triển,Trích quỹ đầu tư phát triển,-,-,-,25.688.629.546,(24.804.205.123),884.424.423,(884.424.423),-,,,,25688629546.0,-24804205123.0,884424423.0,-884424423.0,
"Trích quỹ khen thưởng, phúc lợi (Thuyết minh 19)","Trích quỹ khen thưởng, phúc lợi (Thuyết minh 19)","Trích quỹ khen thưởng, phúc lợi (Thuyết minh 19)",-,-,-,-,(25.688.629.546),(25.688.629.546),-,(25.688.629.546),,,,,-25688629546.0,-25688629546.0,,-25688629546.0
Sử dụng quỹ,Sử dụng quỹ,Sử dụng quỹ,-,-,-,(42.886.513.699),-,(42.886.513.699),-,(42.886.513.699),,,,-42886513699.0,,-42886513699.0,,-42886513699.0
Chênh lệch quy đổi tiền tệ,Chênh lệch quy đổi tiền tệ,Chênh lệch quy đổi tiền tệ,-,-,9.719.799.269,-,4.797.764,9.724.597.033,1.068.679.674,10.793.276.707,,,9719799269.0,,4797764.0,9724597033.0,1068679674.0,10793276707.0
Số dư tại ngày 31 tháng 12 năm 2023,Số dư tại ngày 31 tháng 12 năm 2023,Số dư tại ngày 31 tháng 12 năm 2023,3.998.873.000.000,292.399.641.421,153.153.670.889,103.309.972.911,775.521.309.414,5.323.257.594.635,133.939.804.540,5.457.197.399.175,3998873000000.0,292399641421.0,153153670889.0,103309972911.0,775521309414.0,5323257594635.0,133939804540.0,5457197399175.0
