row_label_raw,row_label_full,Tại ngày và cho năm kết thúc ngày31 tháng 12 năm 2024,Tổng tài sản VND,Tổng nợ phải trả VND,Tổng vốn chủ sở hữu VND,Lợi nhuận thuần sau thuế VND,numeric__Tổng tài sản VND,numeric__Tổng nợ phải trả VND,numeric__Tổng vốn chủ sở hữu VND,numeric__Lợi nhuận thuần sau thuế VND
Aquamekong,Aquamekong,Aquamekong,70.277.231.197,37.627.156.276,32.650.074.921,6.522.103.462,70277231197.0,37627156276.0,32650074921.0,6522103462.0
Mekong Logistics,Mekong Logistics,Mekong Logistics,370.890.319.127,42.700.938.578,328.189.380.549,30.598.823.766,370890319127.0,42700938578.0,328189380549.0,30598823766.0
Tại ngày và cho năm kết thúc ngày31 tháng 12 năm 2023,Tại ngày và cho năm kết thúc ngày31 tháng 12 năm 2023,Tại ngày và cho năm kết thúc ngày31 tháng 12 năm 2023,Tổng tài sản VND,Tổng nợ phải trả VND,Tổng vốn chủ sở hữu VND,Lợi nhuận thuần sau thuế VND,,,,
Aquamekong,Tại ngày và cho năm kết thúc ngày31 tháng 12 năm 2023 > Aquamekong,Aquamekong,61.930.011.295,26.979.587.985,34.950.423.310,12.917.094.427,61930011295.0,26979587985.0,34950423310.0,12917094427.0
Mekong Logistics,Tại ngày và cho năm kết thúc ngày31 tháng 12 năm 2023 > Mekong Logistics,Mekong Logistics,411.152.701.109,7.367.352.816,403.785.348.293,63.895.830.194,411152701109.0,7367352816.0,403785348293.0,63895830194.0
