row_label_raw,row_label_full,Ông Lê Văn Quang,Tổng Giám đốc,numeric__Tổng Giám đốc
Bà Chu Thị Bình,Bà Chu Thị Bình,Bà Chu Thị Bình,Phó Tổng Giám đốc,
Ông Lê Văn Điệp,Ông Lê Văn Điệp,Ông Lê Văn Điệp,Phó Tổng Giám đốc,
Ông Bùi Anh Dũng,Ông Bùi Anh Dũng,Ông Bùi Anh Dũng,Phó Tổng Giám đốc,
Ông Lê Ngọc Anh,Ông Lê Ngọc Anh,Ông Lê Ngọc Anh,Phó Tổng Giám đốc,
Bà Lê Thị Dịu Minh,Bà Lê Thị Dịu Minh,Bà Lê Thị Dịu Minh,Phó Tổng Giám đốc,
Ông Chu Hồng Hà,Ông Chu Hồng Hà,Ông Chu Hồng Hà,Phó Tổng Giám đốc,
Ông Tsunoda Norihisa,Ông Tsunoda Norihisa,Ông Tsunoda Norihisa,Phó Tổng Giám đốc,
