row_label_raw,row_label_full,col_0,Nhà cửa VND,Máy móc và thiết bị VND,Phương tiện vận chuyển VND,Thiết bị văn phòng VND,Tổng VND,numeric__Nhà cửa VND,numeric__Máy móc và thiết bị VND,numeric__Phương tiện vận chuyển VND,numeric__Thiết bị văn phòng VND,numeric__Tổng VND
Nguyên giá,Nguyên giá,Nguyên giá,Nguyên giá,Nguyên giá,Nguyên giá,Nguyên giá,Nguyên giá,,,,,
Số dư đầu năm,Nguyên giá > Số dư đầu năm,Số dư đầu năm,1.491.545.169.265,1.605.155.841.531,413.197.043.130,28.953.077.341,3.538.851.131.267,1491545169265.0,1605155841531.0,413197043130.0,28953077341.0,3538851131267.0
Tăng trong năm,Nguyên giá > Tăng trong năm,Tăng trong năm,6.518.774.284,19.338.636.792,13.506.045.366,2.570.143.636,41.933.600.078,6518774284.0,19338636792.0,13506045366.0,2570143636.0,41933600078.0
Chuyển từ xây dựng cơ bản dở dang,Nguyên giá > Chuyển từ xây dựng cơ bản dở dang,Chuyển từ xây dựng cơ bản dở dang,350.843.957.805,357.527.852.740,9.754.506.496,-,718.126.317.041,350843957805.0,357527852740.0,9754506496.0,,718126317041.0
Thanh lý,Nguyên giá > Thanh lý,Thanh lý,(1.978.239.516),(21.018.485.677),(6.662.737.763),(762.465.768),(30.421.928.724),-1978239516.0,-21018485677.0,-6662737763.0,-762465768.0,-30421928724.0
Xóa sổ,Nguyên giá > Xóa sổ,Xóa sổ,(47.556.184.800),(11.025.040.298),(25.858.899.935),(126.795.000),(84.566.920.033),-47556184800.0,-11025040298.0,-25858899935.0,-126795000.0,-84566920033.0
Chênh lệch quy đổi tiền tệ,Nguyên giá > Chênh lệch quy đổi tiền tệ,Chênh lệch quy đổi tiền tệ,651.590.701,-,-,37.571.080,689.161.781,651590701.0,,,37571080.0,689161781.0
Số dư cuối năm,Nguyên giá > Số dư cuối năm,Số dư cuối năm,1.800.025.067.739,1.949.978.805.088,403.935.957.294,30.671.531.289,4.184.611.361.410,1800025067739.0,1949978805088.0,403935957294.0,30671531289.0,4184611361410.0
Giá trị hao mòn lũy kế,Giá trị hao mòn lũy kế,Giá trị hao mòn lũy kế,Giá trị hao mòn lũy kế,Giá trị hao mòn lũy kế,Giá trị hao mòn lũy kế,Giá trị hao mòn lũy kế,Giá trị hao mòn lũy kế,,,,,
Số dư đầu năm,Giá trị hao mòn lũy kế > Số dư đầu năm,Số dư đầu năm,732.890.475.192,1.268.619.862.132,171.020.999.185,24.360.969.600,2.196.892.306.109,732890475192.0,1268619862132.0,171020999185.0,24360969600.0,2196892306109.0
Khấu hao trong năm,Giá trị hao mòn lũy kế > Khấu hao trong năm,Khấu hao trong năm,139.092.089.141,87.675.231.609,22.738.055.580,1.249.516.284,250.754.892.614,139092089141.0,87675231609.0,22738055580.0,1249516284.0,250754892614.0
Thanh lý,Giá trị hao mòn lũy kế > Thanh lý,Thanh lý,(1.139.030.591),(19.131.552.923),(5.883.418.106),(762.465.768),(26.916.467.388),-1139030591.0,-19131552923.0,-5883418106.0,-762465768.0,-26916467388.0
Xóa sổ,Giá trị hao mòn lũy kế > Xóa sổ,Xóa sổ,(47.556.184.800),(11.025.040.298),(25.858.899.935),(126.795.000),(84.566.920.033),-47556184800.0,-11025040298.0,-25858899935.0,-126795000.0,-84566920033.0
Chênh lệch quy đổi tiền tệ,Giá trị hao mòn lũy kế > Chênh lệch quy đổi tiền tệ,Chênh lệch quy đổi tiền tệ,290.050.820,-,-,35.321.080,325.371.900,290050820.0,,,35321080.0,325371900.0
Số dư cuối năm,Giá trị hao mòn lũy kế > Số dư cuối năm,Số dư cuối năm,823.577.399.762,1.326.138.500.520,162.016.736.724,24.756.546.196,2.336.489.183.202,823577399762.0,1326138500520.0,162016736724.0,24756546196.0,2336489183202.0
Giá trị còn lại,Giá trị còn lại,Giá trị còn lại,Giá trị còn lại,Giá trị còn lại,Giá trị còn lại,Giá trị còn lại,Giá trị còn lại,,,,,
Số dư đầu năm,Giá trị còn lại > Số dư đầu năm,Số dư đầu năm,758.654.694.073,336.535.979.399,242.176.043.945,4.592.107.741,1.341.958.825.158,758654694073.0,336535979399.0,242176043945.0,4592107741.0,1341958825158.0
Số dư cuối năm,Giá trị còn lại > Số dư cuối năm,Số dư cuối năm,976.447.667.977,623.840.304.568,241.919.220.570,5.914.985.093,1.848.122.178.208,976447667977.0,623840304568.0,241919220570.0,5914985093.0,1848122178208.0
