row_label_raw,row_label_full,col_0,Chi phí đấttrả trướcVND,Công cụ vàdụng cụVND,Chi phí khácVND,TổngVND,numeric__Chi phí đấttrả trướcVND,numeric__Công cụ vàdụng cụVND,numeric__Chi phí khácVND,numeric__TổngVND
Số dư đầu năm,Số dư đầu năm,Số dư đầu năm,67.930.556.862,107.426.754.105,3.755.155.752,179.112.466.719,67930556862.0,107426754105.0,3755155752.0,179112466719.0
Tăng trong năm,Tăng trong năm,Tăng trong năm,-,93.236.464.071,414.395.939,93.650.860.010,,93236464071.0,414395939.0,93650860010.0
Chuyển từ xây dựng cơbản dở dang,Chuyển từ xây dựng cơbản dở dang,Chuyển từ xây dựng cơbản dở dang,-,10.718.389.482,-,10.718.389.482,,10718389482.0,,10718389482.0
Phân bổ trong năm,Phân bổ trong năm,Phân bổ trong năm,(4.997.868.738),(122.084.878.937),(3.447.296.804),(130.530.044.479),-4997868738.0,-122084878937.0,-3447296804.0,-130530044479.0
Số dư cuối năm,Số dư cuối năm,Số dư cuối năm,62.932.688.124,89.296.728.721,722.254.887,152.951.671.732,62932688124.0,89296728721.0,722254887.0,152951671732.0
