row_label_raw,row_label_full,Số dư đầu năm,Vốn góp của chủ sở hữu VND > 4.800.636.840.000,Thặng dư vốn cổ phần VND > 29.285.860.000,Cổ phiếu quỹ VND > (170.482.400),Chênh lệch đánh giá lại tài sản theo giá trị hợp lý VND > (3.099.224.944),Quỹ dự trữ bổ sung vốn điều lệ VND > 265.965.319.999,Quỹ dự phòng tài chính và rủi ro nghiệp vụ VND > 181.457.725.315,Lợi nhuận chưa phân phối VND > 1.235.157.147.235,Tổng cộng VND > 6.509.233.185.205,numeric__Vốn góp của chủ sở hữu VND > 4.800.636.840.000,numeric__Thặng dư vốn cổ phần VND > 29.285.860.000,numeric__Cổ phiếu quỹ VND > (170.482.400),numeric__Chênh lệch đánh giá lại tài sản theo giá trị hợp lý VND > (3.099.224.944),numeric__Quỹ dự trữ bổ sung vốn điều lệ VND > 265.965.319.999,numeric__Quỹ dự phòng tài chính và rủi ro nghiệp vụ VND > 181.457.725.315,numeric__Lợi nhuận chưa phân phối VND > 1.235.157.147.235,numeric__Tổng cộng VND > 6.509.233.185.205
Lợi nhuận sau thuế,Lợi nhuận sau thuế,Lợi nhuận sau thuế,-,-,-,-,-,-,805.040.693.249,805.040.693.249,,,,,,,805040693249.0,805040693249.0
Phát hành cổ phiếu tăng vốn theo chương trình lựa chọn người lao động theo Nghị quyết 01/2016/NQ-ĐHĐCD,Phát hành cổ phiếu tăng vốn theo chương trình lựa chọn người lao động theo Nghị quyết 01/2016/NQ-ĐHĐCD,Phát hành cổ phiếu tăng vốn theo chương trình lựa chọn người lao động theo Nghị quyết 01/2016/NQ-ĐHĐCD,100.000.000.000,-,-,-,-,-,-,100.000.000.000,100000000000.0,,,,,,,100000000000.0
Chi phí phát hành cổ phiếu tăng vốn,Chi phí phát hành cổ phiếu tăng vốn,Chi phí phát hành cổ phiếu tăng vốn,-,(20.000.000),-,-,-,-,-,(20.000.000),,-20000000.0,,,,,,-20000000.0
Chi trả cổ tức năm 2015 bằng tiền (tỷ lệ 10%),Chi trả cổ tức năm 2015 bằng tiền (tỷ lệ 10%),Chi trả cổ tức năm 2015 bằng tiền (tỷ lệ 10%),-,-,-,-,-,-,(479.836.918.000),(479.836.918.000),,,,,,,-479836918000.0,-479836918000.0
Đánh giá lại TSTC AFS,Đánh giá lại TSTC AFS,Đánh giá lại TSTC AFS,-,-,-,409.734.801,-,-,-,409.734.801,,,,409734801.0,,,,409734801.0
Mua cổ phiếu quỹ Trích quỹ dự trữ bổ sung vốn điều lệ theo Nghị Quyết ĐHĐCD,Mua cổ phiếu quỹ Trích quỹ dự trữ bổ sung vốn điều lệ theo Nghị Quyết ĐHĐCD,Mua cổ phiếu quỹ Trích quỹ dự trữ bổ sung vốn điều lệ theo Nghị Quyết ĐHĐCD,-,-,(2.322.300.400),-,-,-,-,(2.322.300.400),,,-2322300400.0,,,,,-2322300400.0
Trích quỹ dự phòng tài chính và rủi ro nghiệp vụ theo Nghị Quyết ĐHĐCD,Trích quỹ dự phòng tài chính và rủi ro nghiệp vụ theo Nghị Quyết ĐHĐCD,Trích quỹ dự phòng tài chính và rủi ro nghiệp vụ theo Nghị Quyết ĐHĐCD,-,-,-,-,42.595.285.894,-,(42.595.285.894),-,,,,,42595285894.0,,-42595285894.0,
"Trích quỹ từ thiện, quỹ phúc lợi và khen thưởng theo Nghị Quyết 01/2016/NQ-ĐHĐCD","Trích quỹ từ thiện, quỹ phúc lợi và khen thưởng theo Nghị Quyết 01/2016/NQ-ĐHĐCD","Trích quỹ từ thiện, quỹ phúc lợi và khen thưởng theo Nghị Quyết 01/2016/NQ-ĐHĐCD",-,-,-,-,-,42.595.285.894,(42.595.285.894),-,,,,,,42595285894.0,-42595285894.0,
Số dư cuối năm,Số dư cuối năm,Số dư cuối năm,4.900.636.840.000,29.265.860.000,(2.492.782.800),(2.689.490.143),308.560.605.893,224.053.011.209,1.415.536.950.443,6.872.870.994.602,4900636840000.0,29265860000.0,-2492782800.0,-2689490143.0,308560605893.0,224053011209.0,1415536950443.0,6872870994602.0
