row_label_raw,row_label_full,col_0,Năm nayVND,Năm trước(trình bày lại)VND,numeric__Năm nayVND,numeric__Năm trước(trình bày lại)VND
Chênh lệch tỷ giá hối đoái,Chênh lệch tỷ giá hối đoái,Chênh lệch tỷ giá hối đoái,65.975.908,6.002.789,65975908.0,6002789.0
"Doanh thu cổ tức từ các khoản đầu tư vào công ty con, công ty liên kết, liên doanh","Doanh thu cổ tức từ các khoản đầu tư vào công ty con, công ty liên kết, liên doanh","Doanh thu cổ tức từ các khoản đầu tư vào công ty con, công ty liên kết, liên doanh",56.823.797.280,102.502.474.231,56823797280.0,102502474231.0
Doanh thu lãi tiền gửi không kỳ hạn,Doanh thu lãi tiền gửi không kỳ hạn,Doanh thu lãi tiền gửi không kỳ hạn,16.699.536.672,32.931.019.500,16699536672.0,32931019500.0
Lãi thanh lý công ty liên kết,Lãi thanh lý công ty liên kết,Lãi thanh lý công ty liên kết,-,190.776.177.687,,190776177687.0
Tổng cộng,Tổng cộng,Tổng cộng,73.589.309.860,326.215.674.207,73589309860.0,326215674207.0
