row_label_raw,row_label_full,Mã số,CHỈ TIÊU,Thuyết minh,Số cuối năm VND,Số đầu năm (trình bày lại) VND,numeric__CHỈ TIÊU,numeric__Thuyết minh,numeric__Số cuối năm VND,numeric__Số đầu năm (trình bày lại) VND
200,200,200,B. TÀI SẢN DÀI HẠN,,1.286.854.941.984,1.162.290.596.474,,,1286854941984.0,1162290596474.0
210,210,210,I. Tài sản tài chính dài hạn,,961.888.341.964,945.793.526.539,,,961888341964.0,945793526539.0
212,212,212,1. Các khoản đầu tư,11,961.888.341.964,945.793.526.539,,11.0,961888341964.0,945793526539.0
212.1,212.1,212.1,1.1. Các khoản đầu tư nằm giữ đến ngày đáo hạn,,41.007.379.429,50.000.000.000,,,41007379429.0,50000000000.0
212.2,212.2,212.2,1.2. Đầu tư vào công ty con,,342.000.000.000,342.000.000.000,,,342000000000.0,342000000000.0
212.3,212.3,212.3,"1.3. Đầu tư vào công ty liên doanh, liên kết",,578.880.962.535,553.793.526.539,,,578880962535.0,553793526539.0
220,220,220,II. Tài sản cố định,,130.942.054.683,131.608.781.084,,,130942054683.0,131608781084.0
221,221,221,1. Tài sản cố định hữu hình,12,12.465.824.484,14.766.289.761,,12.0,12465824484.0,14766289761.0
222,222,222,1.1. Nguyên giá,,88.820.943.780,86.216.760.436,,,88820943780.0,86216760436.0
223a,223a,223a,1.2. Giá trị khấu hao lũy kế,,(76.355.119.296),(71.450.470.675),,,-76355119296.0,-71450470675.0
227,227,227,2. Tài sản cố định vô hình,13,118.476.230.199,116.842.491.323,,13.0,118476230199.0,116842491323.0
228,228,228,2.1. Nguyên giá,,172.131.638.666,166.908.879.366,,,172131638666.0,166908879366.0
229a,229a,229a,2.2. Giá trị hao mòn lũy kế,,(53.655.408.467),(50.066.388.043),,,-53655408467.0,-50066388043.0
230,230,230,III. Bất động sản đầu tư,,-,-,,,,
240,230 > 240,240,IV. Chi phí xây dựng cơ bản dở dang,14,46.777.509.012,298.340.000,,14.0,46777509012.0,298340000.0
250,230 > 250,250,V. Tài sản dài hạn khác,,147.247.036.325,84.589.948.851,,,147247036325.0,84589948851.0
251,230 > 251,251,"1. Cảm cố, thể chấp, ký quỹ, ký cược dài hạn",,19.090.729.716,17.272.240.210,,,19090729716.0,17272240210.0
252,230 > 252,252,2. Chi phí trả trước dài hạn,15,25.715.399.837,1.996.076.177,,15.0,25715399837.0,1996076177.0
253,230 > 253,253,3. Tài sản thuế thu nhập hoãn lại,16,82.440.906.772,45.321.632.464,,16.0,82440906772.0,45321632464.0
254,230 > 254,254,4. Tiền nộp Quỹ Hồ trợ thanh toán,17,20.000.000.000,20.000.000.000,,17.0,20000000000.0,20000000000.0
260,260,260,VI. Dự phòng suy giảm giá trị tài sản dài hạn,,-,-,,,,
270,260 > 270,270,TỔNG CỘNG TÀI SẢN,,12.901.971.536.538,11.897.658.098.338,,,12901971536538.0,11897658098338.0
