row_label_raw,row_label_full,Mã số,CHÍ TIÊU,Thuyết minh,Số cuối năm VND,Số đầu năm (trình bày lại) VND,numeric__CHÍ TIÊU,numeric__Thuyết minh,numeric__Số cuối năm VND,numeric__Số đầu năm (trình bày lại) VND
100,100,100,A. TÀI SẢN NGÂN HẠN,,11.615.116.594.554,10.735.367.501.864,,,11615116594554.0,10735367501864.0
110,110,110,I. Tài sản tài chính,,11.518.001.886.198,10.494.559.840.994,,,11518001886198.0,10494559840994.0
111,111,111,1. Tiền và các khoản tương đương tiền,5,79.916.652.448,531.342.593.641,,5.0,79916652448.0,531342593641.0
111.1,111.1,111.1,1.1. Tiền,,79.916.652.448,396.342.593.641,,,79916652448.0,396342593641.0
111.2,111.2,111.2,1.2. Các khoản tương đương tiền,,-,135.000.000.000,,,,135000000000.0
112,112,112,2. Các tài sản tài chính ghi nhận thông qua lãi/lỗ,7.1,1.424.328.374.886,1.087.067.623.216,,71.0,1424328374886.0,1087067623216.0
113,113,113,3. Các khoản đầu tư nằm giữ đến ngày đáo hạn,7.3,5.243.732.542.397,4.430.939.875.859,,73.0,5243732542397.0,4430939875859.0
114,114,114,4. Các khoản cho vay,7.4,3.779.178.042.796,3.634.072.568.580,,74.0,3779178042796.0,3634072568580.0
115,115,115,5. Tài sản tài chính sẵn sàng để bán,7.2,943.238.824.075,786.798.937.549,,72.0,943238824075.0,786798937549.0
116,116,116,6. Dự phòng suy giảm giá trị các tài sản tài chính và tài sản thế chấp,8,(28.431.004.933),-,,8.0,-28431004933.0,
117,117,117,7. Các khoản phải thu,,53.619.347.570,7.697.462.470,,,53619347570.0,7697462470.0
117.1,117.1,117.1,7.1. Phải thu bán các tài sản tài chính,9,53.486.347.570,2.531.847.570,,9.0,53486347570.0,2531847570.0
117.2,117.2,117.2,"7.2. Phải thu và dự thu cổ tức, tiền lãi các tài sản tài chính",9,133.000.000,5.165.614.900,,9.0,133000000.0,5165614900.0
117.3,117.3,117.3,"7.2.1.Phải thu cổ tức, tiền lãi đến ngày nhận",,133.000.000,133.000.000,,,133000000.0,133000000.0
117.4,117.4,117.4,"7.2.2.Dự thu cổ tức, tiền lãi chưa đến ngày nhận",,-,5.032.614.900,,,,5032614900.0
118,118,118,8. Trả trước cho người bán,9,21.097.941.836,9.318.841.937,,9.0,21097941836.0,9318841937.0
119,119,119,9. Phải thu các dịch vụ công ty chứng khoán cung cấp,9,16.280.771.391,5.948.687.965,,9.0,16280771391.0,5948687965.0
122,122,122,10. Các khoản phải thu khác,9,962.886.386,4.804.361.737,,9.0,962886386.0,4804361737.0
129,129,129,11. Dự phòng suy giảm giá trị các khoản phải thu,9,(15.922.492.654),(3.431.111.960),,9.0,-15922492654.0,-3431111960.0
130,130,130,II. Tài sản ngắn hạn khác,10,97.114.708.356,240.807.660.870,,10.0,97114708356.0,240807660870.0
131,131,131,1. Tạm ứng,,9.017.820.063,3.206.708.337,,,9017820063.0,3206708337.0
133,133,133,2. Chi phí trả trước ngắn hạn,,6.595.589.310,7.885.053.704,,,6595589310.0,7885053704.0
134,134,134,"3. Cẩm cố, thế chấp, ký quỹ, ký cược ngắn hạn",,788.236.660,747.725.000,,,788236660.0,747725000.0
137,137,137,4. Tài sản ngắn hạn khác,,80.713.062.323,228.968.173.829,,,80713062323.0,228968173829.0
