row_label_raw,row_label_full,col_0,Trang,numeric__Trang
Thông tin chung,Thông tin chung,Thông tin chung,1 - 2,
Báo cáo của Ban Tổng Giám đốc,Thông tin chung > Báo cáo của Ban Tổng Giám đốc,Báo cáo của Ban Tổng Giám đốc,3,3.0
Báo cáo kiểm toán độc lập,Báo cáo kiểm toán độc lập,Báo cáo kiểm toán độc lập,4 - 5,
Báo cáo tình hình tài chính riêng,Báo cáo tình hình tài chính riêng,Báo cáo tình hình tài chính riêng,6 - 11,
Báo cáo kết quả hoạt động riêng,Báo cáo kết quả hoạt động riêng,Báo cáo kết quả hoạt động riêng,12 - 14,
Báo cáo lưu chuyển tiền tệ riêng,Báo cáo lưu chuyển tiền tệ riêng,Báo cáo lưu chuyển tiền tệ riêng,15 - 19,
Báo cáo tình hình biến động vốn chủ sở hữu riêng,Báo cáo tình hình biến động vốn chủ sở hữu riêng,Báo cáo tình hình biến động vốn chủ sở hữu riêng,20 - 21,
Thuyết minh báo cáo tài chính riêng,Thuyết minh báo cáo tài chính riêng,Thuyết minh báo cáo tài chính riêng,22 - 88,
