row_label_raw,row_label_full,Mã số,CHỈ TIÊU,Thuyết minh,Năm nay VND,Năm trước (trình bày lại) VND,numeric__CHỈ TIÊU,numeric__Thuyết minh,numeric__Năm nay VND,numeric__Năm trước (trình bày lại) VND
,,,III. DOANH THU HOẠT ĐỘNG TÀI CHÍNH,,,,,,,
41,41,41,1. Chênh lệch lãi tỷ giá hối đoái đã và chưa thực hiện,,65.975.908,6.002.789,,,65975908.0,6002789.0
42,42,42,"2. Doanh thu, dự thu cổ tức, lãi tiền gửi không có định",,73.523.333.952,135.433.493.731,,,73523333952.0,135433493731.0
43,43,43,"3. Lãi bán, thanh lý các khoản đầu tư vào công ty con, liên kết, liên doanh",,-,190.776.177.687,,,,190776177687.0
50,50,50,Cộng doanh thu hoạt động tài chính,33,73.589.309.860,326.215.674.207,,33.0,73589309860.0,326215674207.0
,,,IV. CHI PHÍ TÀI CHÍNH,,,,,,,
51,51,51,1. Chênh lệch lỗ tỷ giá hối đoái đã và chưa thực hiện,,117.028.560,49.913.132,,,117028560.0,49913132.0
52,52,52,2. Chi phí lãi vay,,269.221.826.624,125.206.111.512,,,269221826624.0,125206111512.0
53,53,53,"3. Lỗ bán, thanh lý các khoản đầu tư vào công ty con, liên kết, liên doanh",,-,7.776.507.176,,,,7776507176.0
54,54,54,4. Hoàn nhập dự phòng suy giảm giá trị các khoản đầu tư dài hạn,,-,(109.643.692.599),,,,-109643692599.0
60,60,60,Cộng chi phí tài chính,34,269.338.855.184,23.388.839.221,,34.0,269338855184.0,23388839221.0
61,61,61,V. CHI PHÍ BÁN HÀNG,,-,-,,,,
62,61 > 62,62,VI. CHI PHÍ QUẢN LÝ,35,124.429.977.118,119.402.288.195,,35.0,124429977118.0,119402288195.0
70,61 > 70,70,VII. KẾT QUẢ HOẠT ĐỘNG,,970.659.252.283,1.184.095.938.298,,,970659252283.0,1184095938298.0
,,,VIII. THU NHẬP KHÁC VÀ CHI PHÍ KHÁC,,,,,,,
71,61 > 71,71,Thu nhập khác,,2.628.448.016,5.207.453.704,,,2628448016.0,5207453704.0
72,61 > 72,72,Chi phí khác,,125.318.541,163.429.473,,,125318541.0,163429473.0
80,61 > 80,80,Cộng kết quả hoạt động khác,36,2.503.129.475,5.044.024.231,,36.0,2503129475.0,5044024231.0
90,61 > 90,90,IX. TỔNG LỢI NHUẬN KẾ TOÁN TRƯỚC THUẾ,,973.162.381.758,1.189.139.962.529,,,973162381758.0,1189139962529.0
91,61 > 91,91,Lợi nhuận đã thực hiện,,938.042.232.852,957.246.019.164,,,938042232852.0,957246019164.0
92,61 > 92,92,Lợi nhuận chưa thực hiện,,35.120.148.906,231.893.943.365,,,35120148906.0,231893943365.0
100,61 > 100,100,X. CHI PHÍ THUẾ THU NHẬP DOANH NGHIỆP (TNDN),37,168.121.688.509,232.881.840.790,,37.0,168121688509.0,232881840790.0
100.1,61 > 100.1,100.1,Chi phí thuế TNDN hiện hành,37.1,205.240.962.817,189.542.615.702,,371.0,205240962817.0,189542615702.0
100.2,61 > 100.2,100.2,(Thu nhập)/chi phí thuế TNDN hoãn lại,37.2,(37.119.274.308),43.339.225.088,,372.0,-37119274308.0,43339225088.0
200,61 > 200,200,XI. LỢI NHUẬN KẾ TOÁN SAU THUẾ TNDN,,805.040.693.249,956.258.121.739,,,805040693249.0,956258121739.0
