row_label_raw,row_label_full,col_0,Số dư cuối năm VND,Số dư đầu năm VND,numeric__Số dư cuối năm VND,numeric__Số dư đầu năm VND
Loại phải trả,Loại phải trả,Loại phải trả,Loại phải trả,Loại phải trả,,
Phải trả Nhà đầu tư - Tiền gửi của Nhà đầu tư về tiền gửi giao dịch chứng khoán theo phương thức CTCK quản lý,Loại phải trả > Phải trả Nhà đầu tư - Tiền gửi của Nhà đầu tư về tiền gửi giao dịch chứng khoán theo phương thức CTCK quản lý,Phải trả Nhà đầu tư - Tiền gửi của Nhà đầu tư về tiền gửi giao dịch chứng khoán theo phương thức CTCK quản lý,1.616.354.145.533,1.239.463.316.338,1616354145533.0,1239463316338.0
- Của Nhà đầu tư trong nước,Loại phải trả > - Của Nhà đầu tư trong nước,- Của Nhà đầu tư trong nước,1.509.185.425.722,1.136.419.483.706,1509185425722.0,1136419483706.0
- Của Nhà đầu tư nước ngoài,Loại phải trả > - Của Nhà đầu tư nước ngoài,- Của Nhà đầu tư nước ngoài,107.168.719.811,103.043.832.632,107168719811.0,103043832632.0
Tổng cộng,Loại phải trả > Tổng cộng,Tổng cộng,1.616.354.145.533,1.239.463.316.338,1616354145533.0,1239463316338.0
