row_label_raw,row_label_full,Công ty liên quan,Giao dịch,Phải thu/(phải trả),Phải thu/(phải trả)_1,Phải thu/(phải trả)_2,Phải thu/(phải trả)_3,Doanh thu/(chi phí)VND,numeric__Giao dịch,numeric__Phải thu/(phải trả),numeric__Phải thu/(phải trả)_1,numeric__Phải thu/(phải trả)_2,numeric__Phải thu/(phải trả)_3,numeric__Doanh thu/(chi phí)VND
Công ty liên quan,Công ty liên quan,Công ty liên quan,Giao dịch,Số đầu nămVND,Tăng trong nămVND,Giám trong nămVND,Số cuối nămVND,Doanh thu/(chi phí)VND,,,,,,
Quỹ đầu tư thành viênSSI,Công ty liên quan > Quỹ đầu tư thành viênSSI,Quỹ đầu tư thành viênSSI,Góp vốn đầu tư,312.000.000.000,-,-,312.000.000.000,-,,312000000000.0,,,312000000000.0,
Công ty CP Đầu tưĐường Mặt Trời,Công ty liên quan > Công ty CP Đầu tưĐường Mặt Trời,Công ty CP Đầu tưĐường Mặt Trời,Góp vốn đầu tư,15.000.000.000,-,-,15.000.000.000,-,,15000000000.0,,,15000000000.0,
Công ty CP Đầu tưĐường Mặt Trời,Công ty CP Đầu tưĐường Mặt Trời,Công ty CP Đầu tưĐường Mặt Trời,"Phi ứng trước tiền bán chứng khoán, phí lưu ký và phí giao dịch chứng khoán",-,2.287.264.060(10.722.536.000),(2.287.264.060)10.722.536.000,-,2.287.264.060(13.936.537.998),,,,,,
Công ty CP Đầu tưĐường Mặt Trời,Công ty CP Đầu tưĐường Mặt Trời,Công ty CP Đầu tưĐường Mặt Trời,Tiền thuê mặt bằng,-,2.287.264.060(10.722.536.000),(2.287.264.060)10.722.536.000,-,2.287.264.060(13.936.537.998),,,,,,
Công ty CP Đầu tưĐường Mặt Trời,Công ty CP Đầu tưĐường Mặt Trời > Công ty CP Đầu tưĐường Mặt Trời,Công ty CP Đầu tưĐường Mặt Trời,Đặt cọc tiền thuê văn phòng,10.800.702.000,-,-,10.800.702.000,-,,10800702000.0,,,10800702000.0,
Công ty CP Đầu tưĐường Mặt Trời,Công ty CP Đầu tưĐường Mặt Trời > Công ty CP Đầu tưĐường Mặt Trời,Công ty CP Đầu tưĐường Mặt Trời,Lãi đặt cọc tiền thuê văn phòng,-,1.098.071.372,(1.098.071.372),-,1.098.071.372,,,1098071372.0,-1098071372.0,,1098071372.0
Công ty CP Đầu tưĐường Mặt Trời,Công ty CP Đầu tưĐường Mặt Trời > Công ty CP Đầu tưĐường Mặt Trời,Công ty CP Đầu tưĐường Mặt Trời,Phải thu ký quỹ,103.705.068.842,1.757.861.451.705,(1.725.277.756.535),136.288.764.012,10.407.357.927,,103705068842.0,1757861451705.0,-1725277756535.0,136288764012.0,10407357927.0
Công ty CP Đầu tưĐường Mặt Trời,Công ty CP Đầu tưĐường Mặt Trời > Công ty CP Đầu tưĐường Mặt Trời,Công ty CP Đầu tưĐường Mặt Trời,Ứng trước hợp đồng môi giới trái phiếu,142.446.211.500,-,(142.446.211.500),-,-,,142446211500.0,,-142446211500.0,,
Công ty CP Đầu tưĐường Mặt Trời,Công ty CP Đầu tưĐường Mặt Trời,Công ty CP Đầu tưĐường Mặt Trời,Giao dịch mua bán chứng khoán tự doanh và danh mục ủy thác,-,995.436.430.000(2.598.502.000),(995.436.430.000)2.598.502.000,-,-,,,,,,
Công ty CP Đầu tưĐường Mặt Trời,Công ty CP Đầu tưĐường Mặt Trời,Công ty CP Đầu tưĐường Mặt Trời,Cổ tức SSI,-,995.436.430.000(2.598.502.000),(995.436.430.000)2.598.502.000,-,-,,,,,,
Công ty CP Đầu tưĐường Mặt Trời,Công ty CP Đầu tưĐường Mặt Trời > Công ty CP Đầu tưĐường Mặt Trời,Công ty CP Đầu tưĐường Mặt Trời,Mua trái phiếu,(150.000.000.000),-,150.000.000.000,-,-,,-150000000000.0,,150000000000.0,,
Công ty CP Đầu tưĐường Mặt Trời,Công ty CP Đầu tưĐường Mặt Trời > Công ty CP Đầu tưĐường Mặt Trời,Công ty CP Đầu tưĐường Mặt Trời,Lãi trái phiếu phải trả,(11.821.666.667),(6.962.291.666),18.783.958.333,-,(6.962.291.666),,-11821666667.0,-6962291666.0,18783958333.0,,-6962291666.0
