row_label_raw,row_label_full,Mã số,CHỈ TIÊU,Thuyết minh,Năm nay VND,Năm trước (trình bày lại) VND,numeric__CHỈ TIÊU,numeric__Thuyết minh,numeric__Năm nay VND,numeric__Năm trước (trình bày lại) VND
,,,I. LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH,,,,,,,
01,01,01,Lợi nhuận trước Thuế TNDN,,973.162.381.758,1.189.139.962.529,,,973162381758.0,1189139962529.0
02,02,02,Điều chỉnh cho các khoản:,,(540.723.730.447),(606.536.432.423),,,-540723730447.0,-606536432423.0
03,03,03,Khẩu hao TSCĐ,,8.869.581.045,12.054.113.421,,,8869581045.0,12054113421.0
04,04,04,Các khoản dự phòng,,12.491.380.694,595.468.728,,,12491380694.0,595468728.0
06,06,06,Chi phí lãi vay,,269.313.493.289,125.206.111.512,,,269313493289.0,125206111512.0
07,07,07,Lãi từ hoạt động đầu tư,,(286.905.971.801),(367.406.346.310),,,-286905971801.0,-367406346310.0
08,08,08,Dự thu tiền lãi,,(544.488.668.219),(376.973.643.771),,,-544488668219.0,-376973643771.0
09,09,09,Các khoản điều chỉnh khác,,(3.545.455),(12.136.003),,,-3545455.0,-12136003.0
10,10,10,Tăng các chi phí phí tiền tệ,,146.966.090.531,18.561.251.288,,,146966090531.0,18561251288.0
11,11,11,Lỗ đánh giá lại giá trị các tài sản tài chính FVTPL,,117.301.550.432,128.204.943.888,,,117301550432.0,128204943888.0
13,13,13,Lỗ suy giảm giá trị các khoản cho vay,,28.431.004.933,-,,,28431004933.0,
14,14,14,Lỗ về ghi nhận chênh lệch đánh giá theo giá trị hợp lý tài sản tài chính AFS khi phân loại lại,,1.233.535.166,-,,,1233535166.0,
16,16,16,Chi phí dự phòng suy giảm giá trị các khoản đầu tư tài chính dài hạn,,-,(109.643.692.600),,,,-109643692600.0
18,18,18,Giảm các doanh thu phi tiền tệ,,(152.421.699.338),(360.098.887.255),,,-152421699338.0,-360098887255.0
19,19,19,Lãi đánh giá lại giá trị các tài sản tài chính FVTPL,,(152.421.699.338),(360.098.887.255),,,-152421699338.0,-360098887255.0
30,30,30,Lợi nhuận từ hoạt động kinh doanh trước thay đổi vốn lưu động,,426.983.042.504,241.065.894.139,,,426983042504.0,241065894139.0
31,31,31,(Tăng)/giảm tài sản tài chính FVTPL,,(303.374.137.930),205.224.848.567,,,-303374137930.0,205224848567.0
32,32,32,Giảm/(tăng) các khoản đầu tư HTM,,699.290.399.581,(79.129.824.883),,,699290399581.0,-79129824883.0
33,33,33,Tăng các khoản cho vay,,(145.105.474.216),(1.532.839.464.605),,,-145105474216.0,-1532839464605.0
34,34,34,Tăng tài sản tài chính AFS,,(167.196.709.943),(118.417.062.169),,,-167196709943.0,-118417062169.0
35,35,35,Tăng phải thu bán các tài sản tài chính,,(50.954.500.000),(260.170.000),,,-50954500000.0,-260170000.0
37,37,37,Tăng phải thu các dịch vụ CTCK cung cấp,,(10.332.083.426),(2.747.728.501),,,-10332083426.0,-2747728501.0
39,39,39,(Tăng)/giảm các khoản phải thu khác,,947.613.536,(247.831.913.676),,,947613536.0,-247831913676.0
40,40,40,(Tăng)/giảm các tài sản khác,,142.443.999.780,(1.565.075.625),,,142443999780.0,-1565075625.0
41,41,41,Tăng chi phí phải trả (không bao gồm chi phí lãi vay),,5.115.475.657,337.763.371,,,5115475657.0,337763371.0
42,42,42,Tăng chi phí trả trước,,(22.429.859.266),(4.364.413.731),,,-22429859266.0,-4364413731.0
43,43,43,Thuế TNDN đã nộp,,(230.876.957.831),(134.634.603.577),,,-230876957831.0,-134634603577.0
44,44,44,Lãi vay đã trả,,(284.596.104.748),(76.983.956.945),,,-284596104748.0,-76983956945.0
45,45,45,Tăng phải trả cho người bán,,5.432.870.276,1.887.980.977,,,5432870276.0,1887980977.0
46,46,46,Tăng/(giảm) các khoản trích nộp phúc lợi nhân viên,,2.990.600,(27.106.993),,,2990600.0,-27106993.0
47,47,47,Tăng/(giảm) thuế và các khoản phải nộp Nhà nước,,5.609.307.262,(9.000.984.396),,,5609307262.0,-9000984396.0
48,48,48,Tăng phải trả người lao động,,802.241.764,256.640.131,,,802241764.0,256640131.0
50,50,50,"Giảm phải trả, phải nộp khác",,(165.847.723.699),(82.519.884.245),,,-165847723699.0,-82519884245.0
51,51,51,Tiền thu khác từ hoạt động kinh doanh,,574.523.575.137,378.787.577.733,,,574523575137.0,378787577733.0
,,,- Tiến lãi đã thu,,560.687.841.337,378.784.352.733,,,560687841337.0,378784352733.0
,,,- Tiến thu khác,,13.835.733.800,3.225.000,,,13835733800.0,3225000.0
52,52,52,Tiền chi khác từ hoạt động kinh doanh,,(39.743.402.936),(41.077.202.125),,,-39743402936.0,-41077202125.0
60,60,60,Lưu chuyển tiền thuần tử/(sử dụng vào) hoạt động kinh doanh,,440.694.562.102,(1.503.838.686.553),,,440694562102.0,-1503838686553.0
