row_label_raw,row_label_full,CHỈ TIỀU,Thuyết minh,Số dư đầu năm > Ngày01/01/2015 > VND,Số dư đầu năm > Ngày01/01/2016 > VND,Số tăng/giảm > Năm trước > Tăng > VND,Số tăng/giảm > Năm trước > Giảm > VND,Số tăng/giảm > Năm nay > Tăng > VND,Số tăng/giảm > Năm nay > Giảm > VND,Số dư cuối năm > Ngày31/12/2015 > VND,Số dư cuối năm > Ngày31/12/2016 > VND,numeric__Thuyết minh,numeric__Số dư đầu năm > Ngày01/01/2015 > VND,numeric__Số dư đầu năm > Ngày01/01/2016 > VND,numeric__Số tăng/giảm > Năm trước > Tăng > VND,numeric__Số tăng/giảm > Năm trước > Giảm > VND,numeric__Số tăng/giảm > Năm nay > Tăng > VND,numeric__Số tăng/giảm > Năm nay > Giảm > VND,numeric__Số dư cuối năm > Ngày31/12/2015 > VND,numeric__Số dư cuối năm > Ngày31/12/2016 > VND
A,A,A,B,1,2,3,4,5,6,7,8,,1.0,2.0,3.0,4.0,5.0,6.0,7.0,8.0
II. THU NHẬP TOÀN DIỆN KHÁC1. Lãi/(lỗ) từ đánh giá lại các tài sản tài chính AFS,II. THU NHẬP TOÀN DIỆN KHÁC1. Lãi/(lỗ) từ đánh giá lại các tài sản tài chính AFS,II. THU NHẬP TOÀN DIỆN KHÁC1. Lãi/(lỗ) từ đánh giá lại các tài sản tài chính AFS,,(13.462.919.042),(3.099.224.944),16.817.606.298,(6.453.912.200),2.572.313.167,(2.162.578.366),(3.099.224.944),(2.689.490.143),,-13462919042.0,-3099224944.0,16817606298.0,-6453912200.0,2572313167.0,-2162578366.0,-3099224944.0,-2689490143.0
TỔNG CỘNG,TỔNG CỘNG,TỔNG CỘNG,38,(13.462.919.042),(3.099.224.944),16.817.606.298,(6.453.912.200),2.572.313.167,(2.162.578.366),(3.099.224.944),(2.689.490.143),38.0,-13462919042.0,-3099224944.0,16817606298.0,-6453912200.0,2572313167.0,-2162578366.0,-3099224944.0,-2689490143.0
