row_label_raw,row_label_full,col_0,Năm nay VND,Năm trước (trình bày lại) VND,numeric__Năm nay VND,numeric__Năm trước (trình bày lại) VND
Chênh lệch lỗ tỷ giá hối đoái,Chênh lệch lỗ tỷ giá hối đoái,Chênh lệch lỗ tỷ giá hối đoái,117.028.560,49.913.132,117028560.0,49913132.0
Chi phí lãi trái phiếu,Chi phí lãi trái phiếu,Chi phí lãi trái phiếu,48.299.852.509,50.282.023.335,48299852509.0,50282023335.0
Chi phí lãi vay ngắn hạn,Chi phí lãi vay ngắn hạn,Chi phí lãi vay ngắn hạn,220.921.974.115,74.924.088.177,220921974115.0,74924088177.0
Lỗ bán công ty liên kết,Lỗ bán công ty liên kết,Lỗ bán công ty liên kết,-,7.776.507.176,,7776507176.0
Hoàn nhập dự phòng đầu tư công ty liên kết,Hoàn nhập dự phòng đầu tư công ty liên kết,Hoàn nhập dự phòng đầu tư công ty liên kết,-,(109.643.692.599),,-109643692599.0
Tổng cộng,Tổng cộng,Tổng cộng,269.338.855.184,23.388.839.221,269338855184.0,23388839221.0
