row_label_raw,row_label_full,(i) Phải thu khác,31/12/2021(VND),numeric__31/12/2021(VND)
Thuế GTGT tiền điện tiêu thụ tạm nộp,Thuế GTGT tiền điện tiêu thụ tạm nộp,Thuế GTGT tiền điện tiêu thụ tạm nộp,9.914.999.706,9914999706.0
Các khoản khác,Các khoản khác,Các khoản khác,6.374.873.423,6374873423.0
Cộng,Cộng,Cộng,16.289.873.129,16289873129.0
