row_label_raw,row_label_full,col_0,Năm 2021(VND),Năm 2020(VND),numeric__Năm 2021(VND),numeric__Năm 2020(VND)
Doanh thu bán hàng,Doanh thu bán hàng,Doanh thu bán hàng,11.420.066.452.993,11.192.369.348.207,11420066452993.0,11192369348207.0
Doanh thu cung cấp dịch vụ khác,Doanh thu cung cấp dịch vụ khác,Doanh thu cung cấp dịch vụ khác,101.904.146.764,90.433.556.667,101904146764.0,90433556667.0
Cộng,Cộng,Cộng,11.521.970.599.757,11.282.802.904.874,11521970599757.0,11282802904874.0
