row_label_raw,row_label_full,Điều chỉnh khấu hao TSCĐ các năm trước > Điều chỉnh chi phí SCL các năm trước,Năm 2021(VND) > 46.860.582.018 > 5.853.149.015,Năm 2020(VND) > -,numeric__Năm 2021(VND) > 46.860.582.018 > 5.853.149.015,numeric__Năm 2020(VND) > -
Thu nhập khác,Thu nhập khác,Thu nhập khác,9.713.242.576,364.994.896,9713242576.0,364994896.0
Cộng,Cộng,Cộng,62.426.973.609,364.994.896,62426973609.0,364994896.0
