row_label_raw,row_label_full,col_0,31/12/2021(VND) > Giá gốc,31/12/2021(VND) > Giá trị hợp lý,31/12/2021(VND) > Dự phòng,01/01/2021(VND) > Giá gốc,01/01/2021(VND) > Giá trị hợp lý,01/01/2021(VND) > Dự phòng,numeric__31/12/2021(VND) > Giá gốc,numeric__31/12/2021(VND) > Giá trị hợp lý,numeric__31/12/2021(VND) > Dự phòng,numeric__01/01/2021(VND) > Giá gốc,numeric__01/01/2021(VND) > Giá trị hợp lý,numeric__01/01/2021(VND) > Dự phòng
Ngắn hạn,Ngắn hạn,Ngắn hạn,14.700.000.000,14.700.000.000,-,24.700.000.000,24.700.000.000,-,14700000000.0,14700000000.0,,24700000000.0,24700000000.0,
Dài hạn,Dài hạn,Dài hạn,1.351.066.437.751,1.351.066.437.751,-,3.273.246.914.287,1.656.496.559.363,(1.616.750.354.924),1351066437751.0,1351066437751.0,,3273246914287.0,1656496559363.0,-1616750354924.0
Đầu tư vào Công ty con,Đầu tư vào Công ty con,Đầu tư vào Công ty con,126.127.703.592,126.127.703.592,-,2.048.308.180.128,431.557.825.204,(1.616.750.354.924),126127703592.0,126127703592.0,,2048308180128.0,431557825204.0,-1616750354924.0
- Công ty Cổ phần Nhiệt điện Cẩm Phả - TKV,- Công ty Cổ phần Nhiệt điện Cẩm Phả - TKV,- Công ty Cổ phần Nhiệt điện Cẩm Phả - TKV,-,-,-,1.922.180.476.536,305.430.121.612,(1.616.750.354.924),,,,1922180476536.0,305430121612.0,-1616750354924.0
- Công ty Cổ phần Than - Điện Nông Sơn - TKV,- Công ty Cổ phần Than - Điện Nông Sơn - TKV,- Công ty Cổ phần Than - Điện Nông Sơn - TKV,126.127.703.592,126.127.703.592,-,126.127.703.592,126.127.703.592,-,126127703592.0,126127703592.0,,126127703592.0,126127703592.0,
Đầu tư vào công ty khác,Đầu tư vào công ty khác,Đầu tư vào công ty khác,1.224.938.734.159,1.224.938.734.159,-,1.224.938.734.159,1.224.938.734.159,-,1224938734159.0,1224938734159.0,,1224938734159.0,1224938734159.0,
- Công ty TNHH Điện lực Vĩnh Tân,- Công ty TNHH Điện lực Vĩnh Tân,- Công ty TNHH Điện lực Vĩnh Tân,386.597.424.159,386.597.424.159,-,386.597.424.159,386.597.424.159,-,386597424159.0,386597424159.0,,386597424159.0,386597424159.0,
- Công ty Cổ phần Nhiệt điện Hải Phòng,- Công ty Cổ phần Nhiệt điện Hải Phòng,- Công ty Cổ phần Nhiệt điện Hải Phòng,360.500.000.000,360.500.000.000,-,360.500.000.000,360.500.000.000,-,360500000000.0,360500000000.0,,360500000000.0,360500000000.0,
- Công ty Cổ phần Nhiệt điện Quảng Ninh,- Công ty Cổ phần Nhiệt điện Quảng Ninh,- Công ty Cổ phần Nhiệt điện Quảng Ninh,477.841.310.000,477.841.310.000,-,477.841.310.000,477.841.310.000,-,477841310000.0,477841310000.0,,477841310000.0,477841310000.0,
Cộng,Cộng,Cộng,1.365.766.437.751,1.365.766.437.751,-,3.297.946.914.287,1.681.196.559.363,(1.616.750.354.924),1365766437751.0,1365766437751.0,,3297946914287.0,1681196559363.0,-1616750354924.0
