row_label_raw,row_label_full,Công ty Cổ phần Tiến Phát Sanyo Homes,Công ty con,Dịch vụ xây dựng,31.091.249.415,col_4,numeric__Công ty con,numeric__Dịch vụ xây dựng,numeric__31.091.249.415,numeric__col_4
Công ty Cổ phần Đầu tư Địa ốc Tiến Phát,Công ty Cổ phần Đầu tư Địa ốc Tiến Phát,Công ty Cổ phần Đầu tư Địa ốc Tiến Phát,Công ty con,Dịch vụ xây dựng,-,92.603.193.144,,,,92603193144.0
Công ty TNHH Tư vấn Thiết kế Hòa Bình,Công ty TNHH Tư vấn Thiết kế Hòa Bình,Công ty TNHH Tư vấn Thiết kế Hòa Bình,Công ty con,Dịch vụ xây dựng,-,187.986.821,,,,187986821.0
TỔNG CỘNG,TỔNG CỘNG,TỔNG CỘNG,TỔNG CỘNG,TỔNG CỘNG,31.091.249.415,92.791.179.965,,,31091249415.0,92791179965.0
