row_label_raw,row_label_full,col_0,Số cuối năm,VND Số đầu năm,numeric__Số cuối năm,numeric__VND Số đầu năm
Ngắn hạn,Ngắn hạn,Ngắn hạn,Ngắn hạn,Ngắn hạn,,
Thường ban điều hành và cán bộ trọng yếu,Ngắn hạn > Thường ban điều hành và cán bộ trọng yếu,Thường ban điều hành và cán bộ trọng yếu,8.786.649.670,-,8786649670.0,
Phải trả bên liên quan (Thuyết minh số 31),Ngắn hạn > Phải trả bên liên quan (Thuyết minh số 31),Phải trả bên liên quan (Thuyết minh số 31),3.801.950.394,1.247.714.410,3801950394.0,1247714410.0
"Nhân ký quỹ, ký cước ngắn hạn","Ngắn hạn > Nhân ký quỹ, ký cước ngắn hạn","Nhân ký quỹ, ký cước ngắn hạn",1.098.938.267,1.239.502.397,1098938267.0,1239502397.0
Cổ tức phải trả,Ngắn hạn > Cổ tức phải trả,Cổ tức phải trả,669.008.065,600.061.065,669008065.0,600061065.0
Khác,Ngắn hạn > Khác,Khác,8.241.063.712,665.931.452,8241063712.0,665931452.0
,,,22.597.610.108,3.753.209.324,22597610108.0,3753209324.0
Dài hạn,Dài hạn,Dài hạn,Dài hạn,Dài hạn,,
Thường ban điều hành và cán bộ trọng yếu,Dài hạn > Thường ban điều hành và cán bộ trọng yếu,Thường ban điều hành và cán bộ trọng yếu,26.359.949.011,-,26359949011.0,
TỔNG CỘNG,Dài hạn > TỔNG CỘNG,TỔNG CỘNG,48.957.559.119,3.753.209.324,48957559119.0,3753209324.0
