row_label_raw,row_label_full,Doanh thu được ghi nhận trong năm của hợp đồng xây dựng đang thực hiện > Doanh thu được ghi nhận trong năm của hợp đồng xây dựng đã hoàn thành,Năm nay > 11.366.369.857.283 > 3.664.957.179.378,VNDNăm trước > 6.466.188.674.482 > 3.090.395.553.973,numeric__Năm nay > 11.366.369.857.283 > 3.664.957.179.378,numeric__VNDNăm trước > 6.466.188.674.482 > 3.090.395.553.973
TỔNG CỘNG,TỔNG CỘNG,TỔNG CỘNG,15.031.327.036.661,9.556.584.228.455,15031327036661.0,9556584228455.0
Tổng doanh thu lũy kế của hợp đồng xây dựng đang thực hiện đến ngày cuối năm,Tổng doanh thu lũy kế của hợp đồng xây dựng đang thực hiện đến ngày cuối năm,Tổng doanh thu lũy kế của hợp đồng xây dựng đang thực hiện đến ngày cuối năm,16.430.304.813.697,7.721.126.331.479,16430304813697.0,7721126331479.0
