row_label_raw,row_label_full,col_0,Số cuối năm,VND Số đầu năm,numeric__Số cuối năm,numeric__VND Số đầu năm
Ngắn hạn,Ngắn hạn,Ngắn hạn,Ngắn hạn,Ngắn hạn,,
Công cụ dụng cụ sử dụng cho công trình xây dựng,Ngắn hạn > Công cụ dụng cụ sử dụng cho công trình xây dựng,Công cụ dụng cụ sử dụng cho công trình xây dựng,81.430.673.334,97.839.654.397,81430673334.0,97839654397.0
Khác,Ngắn hạn > Khác,Khác,21.959.715.048,7.416.265.518,21959715048.0,7416265518.0
,,,103.390.388.382,105.255.919.915,103390388382.0,105255919915.0
Dài hạn,Dài hạn,Dài hạn,Dài hạn,Dài hạn,,
Công cụ dụng cụ sử dụng cho công trình xây dựng,Dài hạn > Công cụ dụng cụ sử dụng cho công trình xây dựng,Công cụ dụng cụ sử dụng cho công trình xây dựng,155.801.001.224,85.390.367.309,155801001224.0,85390367309.0
Tiền thuê đất trả trước,Dài hạn > Tiền thuê đất trả trước,Tiền thuê đất trả trước,59.581.549.972,-,59581549972.0,
Phí bảo lãnh ngân hàng,Dài hạn > Phí bảo lãnh ngân hàng,Phí bảo lãnh ngân hàng,13.208.125.394,11.849.371.364,13208125394.0,11849371364.0
Khác,Dài hạn > Khác,Khác,14.851.896.693,2.756.313.726,14851896693.0,2756313726.0
,,,243.442.573.283,99.996.052.399,243442573283.0,99996052399.0
TỔNG CỘNG,Dài hạn > TỔNG CỘNG,TỔNG CỘNG,346.832.961.665,205.251.972.314,346832961665.0,205251972314.0
