row_label_raw,row_label_full,col_0,Số cuối năm,Số cuối năm_1,Số cuối năm_2,Số cuối năm_3,numeric__Số cuối năm,numeric__Số cuối năm_1,numeric__Số cuối năm_2,numeric__Số cuối năm_3
,,,Giá gốc,Dự phòng,Giá gốc,Dự phòng,,,,
Công ty Cổ phần Du lịch Hòa Bình Việt Nam (i),Công ty Cổ phần Du lịch Hòa Bình Việt Nam (i),Công ty Cổ phần Du lịch Hòa Bình Việt Nam (i),21.405.000.000,-,21.405.000.000,-,21405000000.0,,21405000000.0,
Công ty Cổ phần Sài Gòn – Rạch Giá (ii),Công ty Cổ phần Sài Gòn – Rạch Giá (ii),Công ty Cổ phần Sài Gòn – Rạch Giá (ii),13.637.400.000,(4.797.184.086),13.637.400.000,(3.156.070.239),13637400000.0,-4797184086.0,13637400000.0,-3156070239.0
Công ty Cổ phần Jesco Asia (iii),Công ty Cổ phần Jesco Asia (iii),Công ty Cổ phần Jesco Asia (iii),4.185.000.000,-,4.185.000.000,-,4185000000.0,,4185000000.0,
TỔNG CỘNG,TỔNG CỘNG,TỔNG CỘNG,39.227.400.000,(4.797.184.086),39.227.400.000,(3.156.070.239),39227400000.0,-4797184086.0,39227400000.0,-3156070239.0
