row_label_raw,row_label_full,col_0,Số đầu năm,Dự phòng trích lập trong năm,Hoàn nhập dự phòng trong năm,VND Số cuối năm,numeric__Số đầu năm,numeric__Dự phòng trích lập trong năm,numeric__Hoàn nhập dự phòng trong năm,numeric__VND Số cuối năm
Công ty Cổ phần Nhà Hòa Bình,Công ty Cổ phần Nhà Hòa Bình,Công ty Cổ phần Nhà Hòa Bình,(85.404.930.619),(13.961.470.186),-,(99.366.400.805),-85404930619.0,-13961470186.0,,-99366400805.0
Công ty TNHH MTV Xây dựng và Địa ốc Hòa Bình Hà Nội,Công ty TNHH MTV Xây dựng và Địa ốc Hòa Bình Hà Nội,Công ty TNHH MTV Xây dựng và Địa ốc Hòa Bình Hà Nội,(63.834.860.845),(186.101.008),-,(64.020.961.853),-63834860845.0,-186101008.0,,-64020961853.0
Công ty Cổ phần Sản xuất và Trang trí Mộc Hòa Bình,Công ty Cổ phần Sản xuất và Trang trí Mộc Hòa Bình,Công ty Cổ phần Sản xuất và Trang trí Mộc Hòa Bình,(42.174.941.210),-,1.367.349.417,(40.807.591.793),-42174941210.0,,1367349417.0,-40807591793.0
Công ty Cổ phần Xuất Nhập khẩu Việt Ta,Công ty Cổ phần Xuất Nhập khẩu Việt Ta,Công ty Cổ phần Xuất Nhập khẩu Việt Ta,(8.551.000.000),-,-,(8.551.000.000),-8551000000.0,,,-8551000000.0
Công ty Cổ phần Đầu tư Phát triển Hòa Yên,Công ty Cổ phần Đầu tư Phát triển Hòa Yên,Công ty Cổ phần Đầu tư Phát triển Hòa Yên,(3.092.322.230),(6.558.448.210),-,(9.650.770.440),-3092322230.0,-6558448210.0,,-9650770440.0
Công ty Cổ phần Đầu tư Phát triển Hòa Bình Huế,Công ty Cổ phần Đầu tư Phát triển Hòa Bình Huế,Công ty Cổ phần Đầu tư Phát triển Hòa Bình Huế,(2.214.806.172),(3.200.000.000),-,(5.414.806.172),-2214806172.0,-3200000000.0,,-5414806172.0
TỔNG CỘNG,TỔNG CỘNG,TỔNG CỘNG,(205.272.861.076),(23.906.019.404),1.367.349.417,(227.811.531.063),-205272861076.0,-23906019404.0,1367349417.0,-227811531063.0
