row_label_raw,row_label_full,col_0,Năm nay,VNDNăm trước(được trình bày lại),numeric__Năm nay,numeric__VNDNăm trước(được trình bày lại)
Lợi nhuận sau thuế (VND),Lợi nhuận sau thuế (VND),Lợi nhuận sau thuế (VND),109.181.495.840,21.078.226.442,109181495840.0,21078226442.0
Trừ: Quỹ khen thưởng phúc lợi (VND) (i),Trừ: Quỹ khen thưởng phúc lợi (VND) (i),Trừ: Quỹ khen thưởng phúc lợi (VND) (i),(5.459.074.792),(746.440.000),-5459074792.0,-746440000.0
Lợi nhuận thuần sau thuế phân bổ cho cổ đông sở hữu cổ phiếu phổ thông (VND),Lợi nhuận thuần sau thuế phân bổ cho cổ đông sở hữu cổ phiếu phổ thông (VND),Lợi nhuận thuần sau thuế phân bổ cho cổ đông sở hữu cổ phiếu phổ thông (VND),103.722.421.048,20.331.786.442,103722421048.0,20331786442.0
Số lượng cổ phiếu phổ thông lưu hành bình quân (ii),Số lượng cổ phiếu phổ thông lưu hành bình quân (ii),Số lượng cổ phiếu phổ thông lưu hành bình quân (ii),241.785.703,241.785.703,241785703.0,241785703.0
Lãi cơ bản và lãi suy giảm trên cổ phiếu (VND/cổ phiếu),Lãi cơ bản và lãi suy giảm trên cổ phiếu (VND/cổ phiếu),Lãi cơ bản và lãi suy giảm trên cổ phiếu (VND/cổ phiếu),429,84,429.0,84.0
