row_label_raw,row_label_full,col_0,"Nhà cửa,vật kiến trúc",Máy mócvà thiết bị,Phương tiệnvận tải,Thiết bịvăn phòng,VNDTổng cộng,"numeric__Nhà cửa,vật kiến trúc",numeric__Máy mócvà thiết bị,numeric__Phương tiệnvận tải,numeric__Thiết bịvăn phòng,numeric__VNDTổng cộng
Nguyên giá:,Nguyên giá:,Nguyên giá:,Nguyên giá:,Nguyên giá:,Nguyên giá:,Nguyên giá:,Nguyên giá:,,,,,
Số dư đầu năm(được trình bày lại - Thuyết minh số 33),Nguyên giá: > Số dư đầu năm(được trình bày lại - Thuyết minh số 33),Số dư đầu năm(được trình bày lại - Thuyết minh số 33),734.802.020.192,471.333.442.381,49.472.228.785,2.971.205.269,1.258.578.896.627,734802020192.0,471333442381.0,49472228785.0,2971205269.0,1258578896627.0
Mua trong năm,Nguyên giá: > Mua trong năm,Mua trong năm,689.694.255,1.713.905.019,2.991.672.728,144.604.818,5.539.876.820,689694255.0,1713905019.0,2991672728.0,144604818.0,5539876820.0
Tăng khác (Thuyết minh số 9),Nguyên giá: > Tăng khác (Thuyết minh số 9),Tăng khác (Thuyết minh số 9),21.719.817.708,-,-,-,21.719.817.708,21719817708.0,,,,21719817708.0
Thanh lý,Nguyên giá: > Thanh lý,Thanh lý,-,(745.283.966),(977.395.000),(77.463.470),(1.800.142.436),,-745283966.0,-977395000.0,-77463470.0,-1800142436.0
Kết chuyển sang bất động sản đầu tư,Nguyên giá: > Kết chuyển sang bất động sản đầu tư,Kết chuyển sang bất động sản đầu tư,(3.586.166.618),-,-,-,(3.586.166.618),-3586166618.0,,,,-3586166618.0
Số dư cuối năm,Nguyên giá: > Số dư cuối năm,Số dư cuối năm,753.625.365.537,472.302.063.434,51.486.506.513,3.038.346.617,1.280.452.282.101,753625365537.0,472302063434.0,51486506513.0,3038346617.0,1280452282101.0
Trong đó:Dã khấu hao hết,Nguyên giá: > Trong đó:Dã khấu hao hết,Trong đó:Dã khấu hao hết,13.562.661.117,215.469.416.777,9.354.850.338,2.441.324.163,240.828.252.395,13562661117.0,215469416777.0,9354850338.0,2441324163.0,240828252395.0
Giá trị khấu hao lũy kế:,Giá trị khấu hao lũy kế:,Giá trị khấu hao lũy kế:,Giá trị khấu hao lũy kế:,Giá trị khấu hao lũy kế:,Giá trị khấu hao lũy kế:,Giá trị khấu hao lũy kế:,Giá trị khấu hao lũy kế:,,,,,
Số dư đầu năm(được trình bày lại - Thuyết minh số 33),Giá trị khấu hao lũy kế: > Số dư đầu năm(được trình bày lại - Thuyết minh số 33),Số dư đầu năm(được trình bày lại - Thuyết minh số 33),(66.451.936.820),(336.784.350.577),(24.242.139.423),(2.787.099.910),(430.265.526.730),-66451936820.0,-336784350577.0,-24242139423.0,-2787099910.0,-430265526730.0
Khấu hao trong năm,Giá trị khấu hao lũy kế: > Khấu hao trong năm,Khấu hao trong năm,(23.838.786.694),(31.633.405.543),(4.865.661.797),(169.449.652),(60.507.303.686),-23838786694.0,-31633405543.0,-4865661797.0,-169449652.0,-60507303686.0
Thanh lý,Giá trị khấu hao lũy kế: > Thanh lý,Thanh lý,-,689.463.021,977.395.000,77.463.470,1.744.321.491,,689463021.0,977395000.0,77463470.0,1744321491.0
Kết chuyển sang bất động sản đầu tư,Giá trị khấu hao lũy kế: > Kết chuyển sang bất động sản đầu tư,Kết chuyển sang bất động sản đầu tư,884.587.779,-,-,-,884.587.779,884587779.0,,,,884587779.0
Số dư cuối năm,Giá trị khấu hao lũy kế: > Số dư cuối năm,Số dư cuối năm,(89.406.135.735),(367.728.293.099),(28.130.406.220),(2.879.086.092),(488.143.921.146),-89406135735.0,-367728293099.0,-28130406220.0,-2879086092.0,-488143921146.0
Giá trị còn lại:,Giá trị còn lại:,Giá trị còn lại:,Giá trị còn lại:,Giá trị còn lại:,Giá trị còn lại:,Giá trị còn lại:,Giá trị còn lại:,,,,,
Số dư đầu năm,Giá trị còn lại: > Số dư đầu năm,Số dư đầu năm,668.350.083.372,134.549.091.804,25.230.089.362,184.105.359,828.313.369.897,668350083372.0,134549091804.0,25230089362.0,184105359.0,828313369897.0
Số dư cuối năm,Giá trị còn lại: > Số dư cuối năm,Số dư cuối năm,664.219.229.802,104.573.770.335,23.356.100.293,159.260.525,792.308.360.955,664219229802.0,104573770335.0,23356100293.0,159260525.0,792308360955.0
Trong đó:Tài sản thế chấp(Thuyết minh số 22.3),Giá trị còn lại: > Trong đó:Tài sản thế chấp(Thuyết minh số 22.3),Trong đó:Tài sản thế chấp(Thuyết minh số 22.3),370.472.351.597,16.088.937.680,3.581.848.149,-,390.143.137.426,370472351597.0,16088937680.0,3581848149.0,,390143137426.0
