row_label_raw,row_label_full,col_0,Số cuối năm,VND > Số đầu năm(được trình bày lại - Thuyết minh số 33),numeric__Số cuối năm,numeric__VND > Số đầu năm(được trình bày lại - Thuyết minh số 33)
Cá nhân mua căn hộ trả tiền trước,Cá nhân mua căn hộ trả tiền trước,Cá nhân mua căn hộ trả tiền trước,15.580.933.685,10.696.433.325,15580933685.0,10696433325.0
Khách hàng khác trả tiền trước,Khách hàng khác trả tiền trước,Khách hàng khác trả tiền trước,4.405.658.312,2.949.400.165,4405658312.0,2949400165.0
TỔNG CỘNG,TỔNG CỘNG,TỔNG CỘNG,19.986.591.997,13.645.833.490,19986591997.0,13645833490.0
