row_label_raw,row_label_full,Tên công ty liên kết,Lĩnh vực kinh doanh,Số cuối năm,Số cuối năm_1,Số đầu năm,Số đầu năm_1,numeric__Lĩnh vực kinh doanh,numeric__Số cuối năm,numeric__Số cuối năm_1,numeric__Số đầu năm,numeric__Số đầu năm_1
Tên công ty liên kết,Tên công ty liên kết,Tên công ty liên kết,Lĩnh vực kinh doanh,Tỷ lệ sở hữu(%),Giá gốc đầu tưVND,Tỷ lệ sở hữu(%),Giá gốc đầu tưVND,,,,,
Công ty Cổ phần Dịch vụ Du lịch Phú Thọ (i),Tên công ty liên kết > Công ty Cổ phần Dịch vụ Du lịch Phú Thọ (i),Công ty Cổ phần Dịch vụ Du lịch Phú Thọ (i),Kinh doanh dịch vụ du lịch,"29,06%",445.523.233.946,"28,98%",423.975.972.000,,0.29059999999999997,445523233946.0,0.2898,423975972000.0
Công ty Cổ phần Đầu tư và Phát triển Hạ tầng An Việt,Tên công ty liên kết > Công ty Cổ phần Đầu tư và Phát triển Hạ tầng An Việt,Công ty Cổ phần Đầu tư và Phát triển Hạ tầng An Việt,Phát triển hạ tầng,"45,00%",154.803.801.775,"45,00%",155.500.000.000,,0.45,154803801775.0,0.45,155500000000.0
Công ty Cổ phần Vật liệu điện và Viễn thông Sam Cường,Tên công ty liên kết > Công ty Cổ phần Vật liệu điện và Viễn thông Sam Cường,Công ty Cổ phần Vật liệu điện và Viễn thông Sam Cường,"Sản xuất thiết bị, vật liệu điện, viễn thông","33,74%",28.643.787.780,"32,54%",26.938.533.080,,0.33740000000000003,28643787780.0,0.32539999999999997,26938533080.0
Công ty Cổ phần Sam Nông nghiệp Công nghệ cao,Tên công ty liên kết > Công ty Cổ phần Sam Nông nghiệp Công nghệ cao,Công ty Cổ phần Sam Nông nghiệp Công nghệ cao,"Trồng trọt, chăn nuôi, chế biến và kinh doanh nông sản","48,00%",16.000.000.000,-,-,,0.48,16000000000.0,,
Công ty Cổ phần Capella Việt Nam,Tên công ty liên kết > Công ty Cổ phần Capella Việt Nam,Công ty Cổ phần Capella Việt Nam,Tổ chức sự kiện và quảng cáo,"31,48%",2.555.036.723,-,-,,0.3148,2555036723.0,,
Công ty Cổ phần Bất động sản Hiệp Phú (ii),Tên công ty liên kết > Công ty Cổ phần Bất động sản Hiệp Phú (ii),Công ty Cổ phần Bất động sản Hiệp Phú (ii),Kinh doanh bất động sản,-,-,"40,00%",136.404.296.559,,,,0.4,136404296559.0
Công ty Cổ phần Nhựa Sam Phú,Tên công ty liên kết > Công ty Cổ phần Nhựa Sam Phú,Công ty Cổ phần Nhựa Sam Phú,Sản xuất nhựa,-,-,"25,10%",1.131.342.345,,,,0.251,1131342345.0
TỔNG CỘNG,Tên công ty liên kết > TỔNG CỘNG,TỔNG CỘNG,,,647.525.860.224,,743.950.143.984,,,647525860224.0,,743950143984.0
