row_label_raw,row_label_full,Bên cho vay,Số cuối năm(VND),Kỳ hạn trả gốc,Mục đích vay,Lãi suất(%/năm),Hình thức đảm bảo,numeric__Số cuối năm(VND),numeric__Kỳ hạn trả gốc,numeric__Mục đích vay,numeric__Lãi suất(%/năm),numeric__Hình thức đảm bảo
Ngân hàng Thương mại Cổ phần Việt Á - Chi nhánh Thành phố Hồ Chí Minh,Ngân hàng Thương mại Cổ phần Việt Á - Chi nhánh Thành phố Hồ Chí Minh,Ngân hàng Thương mại Cổ phần Việt Á - Chi nhánh Thành phố Hồ Chí Minh,Ngân hàng Thương mại Cổ phần Việt Á - Chi nhánh Thành phố Hồ Chí Minh,Ngân hàng Thương mại Cổ phần Việt Á - Chi nhánh Thành phố Hồ Chí Minh,Ngân hàng Thương mại Cổ phần Việt Á - Chi nhánh Thành phố Hồ Chí Minh,Ngân hàng Thương mại Cổ phần Việt Á - Chi nhánh Thành phố Hồ Chí Minh,Ngân hàng Thương mại Cổ phần Việt Á - Chi nhánh Thành phố Hồ Chí Minh,,,,,
Hợp đồng số 020-127/17/VAB/HĐNHDN ngày 7 tháng 8 năm 2017,Ngân hàng Thương mại Cổ phần Việt Á - Chi nhánh Thành phố Hồ Chí Minh > Hợp đồng số 020-127/17/VAB/HĐNHDN ngày 7 tháng 8 năm 2017,Hợp đồng số 020-127/17/VAB/HĐNHDN ngày 7 tháng 8 năm 2017,66.700.000.000,Ngày 7 tháng 8 năm 2018,Thanh toán tiền mua Dự án Giai Việt,"10,25%",19 căn hộ chung cư thuộc Dự án Giai Việt,66700000000.0,,,0.1025,
Ngân hàng TNHH MTV HSBC - Chi nhánh Đồng Nai,Ngân hàng TNHH MTV HSBC - Chi nhánh Đồng Nai,Ngân hàng TNHH MTV HSBC - Chi nhánh Đồng Nai,Ngân hàng TNHH MTV HSBC - Chi nhánh Đồng Nai,Ngân hàng TNHH MTV HSBC - Chi nhánh Đồng Nai,Ngân hàng TNHH MTV HSBC - Chi nhánh Đồng Nai,Ngân hàng TNHH MTV HSBC - Chi nhánh Đồng Nai,Ngân hàng TNHH MTV HSBC - Chi nhánh Đồng Nai,,,,,
Hợp đồng số VNM 160925 ngày 8 tháng 2 năm 2017,Ngân hàng TNHH MTV HSBC - Chi nhánh Đồng Nai > Hợp đồng số VNM 160925 ngày 8 tháng 2 năm 2017,Hợp đồng số VNM 160925 ngày 8 tháng 2 năm 2017,41.298.269.487,Từ ngày 1 tháng 3 năm 2018 đến ngày 28 tháng 6 năm 2018,Bổ sung vốn lưu động,"4,8% - 5%",Tín chấp,41298269487.0,,,,
Ngân hàng Liên doanh Việt Nga - Chi nhánh Thành phố Hồ Chí Minh,Ngân hàng Liên doanh Việt Nga - Chi nhánh Thành phố Hồ Chí Minh,Ngân hàng Liên doanh Việt Nga - Chi nhánh Thành phố Hồ Chí Minh,Ngân hàng Liên doanh Việt Nga - Chi nhánh Thành phố Hồ Chí Minh,Ngân hàng Liên doanh Việt Nga - Chi nhánh Thành phố Hồ Chí Minh,Ngân hàng Liên doanh Việt Nga - Chi nhánh Thành phố Hồ Chí Minh,Ngân hàng Liên doanh Việt Nga - Chi nhánh Thành phố Hồ Chí Minh,Ngân hàng Liên doanh Việt Nga - Chi nhánh Thành phố Hồ Chí Minh,,,,,
Hợp đồng số 117/2017/HĐTDNH ngày 6 tháng 6 năm 2017,Ngân hàng Liên doanh Việt Nga - Chi nhánh Thành phố Hồ Chí Minh > Hợp đồng số 117/2017/HĐTDNH ngày 6 tháng 6 năm 2017,Hợp đồng số 117/2017/HĐTDNH ngày 6 tháng 6 năm 2017,9.300.000.000,Ngày 21 tháng 6 năm 2018,Thanh toán tiền mua Dự án Giai Việt,"9,5%",4 căn hộ chung cư thuộc Dự án Giai Việt,9300000000.0,,,0.095,
Ngân hàng Thương mại Cổ phần Á Châu - Chi nhánh Phan Đình Phùng,Ngân hàng Thương mại Cổ phần Á Châu - Chi nhánh Phan Đình Phùng,Ngân hàng Thương mại Cổ phần Á Châu - Chi nhánh Phan Đình Phùng,Ngân hàng Thương mại Cổ phần Á Châu - Chi nhánh Phan Đình Phùng,Ngân hàng Thương mại Cổ phần Á Châu - Chi nhánh Phan Đình Phùng,Ngân hàng Thương mại Cổ phần Á Châu - Chi nhánh Phan Đình Phùng,Ngân hàng Thương mại Cổ phần Á Châu - Chi nhánh Phan Đình Phùng,Ngân hàng Thương mại Cổ phần Á Châu - Chi nhánh Phan Đình Phùng,,,,,
Hợp đồng số TKC.DN.1223.120517 ngày 15 tháng 5 năm 2017,Ngân hàng Thương mại Cổ phần Á Châu - Chi nhánh Phan Đình Phùng > Hợp đồng số TKC.DN.1223.120517 ngày 15 tháng 5 năm 2017,Hợp đồng số TKC.DN.1223.120517 ngày 15 tháng 5 năm 2017,8.214.673.280,Từ ngày 11 tháng 4 năm 2018 đến ngày 20 tháng 6 năm 2018,Bổ sung vốn lưu động,6%,Tín chấp,8214673280.0,,,0.06,
TỔNG CỘNG,Ngân hàng Thương mại Cổ phần Á Châu - Chi nhánh Phan Đình Phùng > TỔNG CỘNG,TỔNG CỘNG,558.038.699.277,,,,,558038699277.0,,,,
