row_label_raw,row_label_full,col_0,Số cuối năm,VND > Số đầu năm(được trình bày lại - Thuyết minh số 33),numeric__Số cuối năm,numeric__VND > Số đầu năm(được trình bày lại - Thuyết minh số 33)
Thu hộ phí bảo trì các dự án,Thu hộ phí bảo trì các dự án,Thu hộ phí bảo trì các dự án,15.500.645.197,11.515.080.692,15500645197.0,11515080692.0
Ký quỹ để chuyển nhượng khoản đầu tư,Ký quỹ để chuyển nhượng khoản đầu tư,Ký quỹ để chuyển nhượng khoản đầu tư,5.000.000.000,-,5000000000.0,
"Nhận ký quỹ, ký cược ngắn hạn","Nhận ký quỹ, ký cược ngắn hạn","Nhận ký quỹ, ký cược ngắn hạn",4.308.908.812,5.488.033.707,4308908812.0,5488033707.0
Cổ tức,Cổ tức,Cổ tức,1.373.514.169,1.381.698.324,1373514169.0,1381698324.0
Khác,Khác,Khác,4.826.852.571,4.619.580.043,4826852571.0,4619580043.0
TỔNG CỘNG,TỔNG CỘNG,TỔNG CỘNG,31.009.920.749,23.004.392.766,31009920749.0,23004392766.0
