row_label_raw,row_label_full,col_0,Năm nay,VND > Năm trước(được trình bày lại - Thuyết minh số 33),numeric__Năm nay,numeric__VND > Năm trước(được trình bày lại - Thuyết minh số 33)
Thu nhập khác,Thu nhập khác,Thu nhập khác,2.122.058.301,2.908.454.110,2122058301.0,2908454110.0
- Thu nhập từ tiền phạt,- Thu nhập từ tiền phạt,- Thu nhập từ tiền phạt,972.422.862,1.540.875.934,972422862.0,1540875934.0
- Lãi từ thanh lý tài sản cố định,- Lãi từ thanh lý tài sản cố định,- Lãi từ thanh lý tài sản cố định,555.997.236,46.056.089,555997236.0,46056089.0
- Khác,- Khác,- Khác,593.638.203,1.321.522.087,593638203.0,1321522087.0
Chỉ phí khác,Chỉ phí khác,Chỉ phí khác,3.718.845.551,2.630.209.616,3718845551.0,2630209616.0
- Tiền phạt vi phạm hợp đồng,- Tiền phạt vi phạm hợp đồng,- Tiền phạt vi phạm hợp đồng,3.250.053.123,1.731.362.670,3250053123.0,1731362670.0
- Lỗ từ thanh lý tài sản cố định,- Lỗ từ thanh lý tài sản cố định,- Lỗ từ thanh lý tài sản cố định,-,164.468.960,,164468960.0
- Khác,- Khác,- Khác,468.792.428,734.377.986,468792428.0,734377986.0
GIÁ TRỊ THUÀN,GIÁ TRỊ THUÀN,GIÁ TRỊ THUÀN,(1.596.787.250),278.244.494,-1596787250.0,278244494.0
