row_label_raw,row_label_full,col_0,Số cuối năm,VND Số đầu năm (được trình bày lại - Thuyết minh số 33),numeric__Số cuối năm,numeric__VND Số đầu năm (được trình bày lại - Thuyết minh số 33)
"Dự án Khu nghĩ dưỡng cao cấp tại Tuyền Lâm, Lâm Đồng","Dự án Khu nghĩ dưỡng cao cấp tại Tuyền Lâm, Lâm Đồng","Dự án Khu nghĩ dưỡng cao cấp tại Tuyền Lâm, Lâm Đồng",95.649.006.634,59.262.715.165,95649006634.0,59262715165.0
Dự án Khu dân cư Bình Thắng,Dự án Khu dân cư Bình Thắng,Dự án Khu dân cư Bình Thắng,5.523.039.839,3.876.000.000,5523039839.0,3876000000.0
Dự án khác,Dự án khác,Dự án khác,9.422.596.067,10.078.410.882,9422596067.0,10078410882.0
TỔNG CỘNG,TỔNG CỘNG,TỔNG CỘNG,110.594.642.540,73.217.126.047,110594642540.0,73217126047.0
