row_label_raw,row_label_full,Tên công ty con,Tên công ty con_1,Lĩnh vực kinh doanh,Tình trạng hoạt động,Tỷ lệ biểu quyết,Tỷ lệ biểu quyết_1,numeric__Tên công ty con_1,numeric__Lĩnh vực kinh doanh,numeric__Tình trạng hoạt động,numeric__Tỷ lệ biểu quyết,numeric__Tỷ lệ biểu quyết_1
Tên công ty con,Tên công ty con,Tên công ty con,Tên công ty con,Lĩnh vực kinh doanh,Tình trạng hoạt động,Tại ngày 31 tháng 12 năm 2017 (%),Tại ngày 31 tháng 12 năm 2016 (%),,,,,
(1),Tên công ty con > (1),(1),Công ty Cổ phần Sacom - Tuyền Lâm,"Kinh doanh khu du lịch, sân golf",Đang hoạt động,"99,75","99,75",,,,99.75,99.75
(2),Tên công ty con > (2),(2),Công ty Cổ phần Dây và Cáp Sacom,Sản xuất dây cáp,Đang hoạt động,"99,90","99,90",,,,99.9,99.9
(3),Tên công ty con > (3),(3),Công ty Cổ phần Địa ốc Sacom,Kinh doanh bất động sản,Đang hoạt động,"74,58","99,44",,,,74.58,99.44
(4),Tên công ty con > (4),(4),Công ty TNHH Sacom Chíp Sáng,Kinh doanh dịch vụ cho thuê văn phòng,Đang hoạt động,"73,75","73,75",,,,73.75,73.75
