row_label_raw,row_label_full,Số đầu năm > Tăng trong năm,778.106.010.060 > 21.469.798.000,numeric__778.106.010.060 > 21.469.798.000
Giảm do thanh lý khoản đầu tư,Giảm do thanh lý khoản đầu tư,Giảm do thanh lý khoản đầu tư,(182.132.842.060),-182132842060.0
Số cuối năm,Số cuối năm,Số cuối năm,617.442.966.000,617442966000.0
