row_label_raw,row_label_full,col_0,Năm nay,VNDNăm trước,numeric__Năm nay,numeric__VNDNăm trước
Tổng lợi nhuận kế toán trước thuế,Tổng lợi nhuận kế toán trước thuế,Tổng lợi nhuận kế toán trước thuế,142.961.446.776,32.497.332.153,142961446776.0,32497332153.0
Thuế TNDN theo thuế suất 20% áp dụng cho Nhóm Công ty,Thuế TNDN theo thuế suất 20% áp dụng cho Nhóm Công ty,Thuế TNDN theo thuế suất 20% áp dụng cho Nhóm Công ty,28.592.289.355,6.499.466.431,28592289355.0,6499466431.0
Các khoản điều chỉnh:,Các khoản điều chỉnh:,Các khoản điều chỉnh:,Các khoản điều chỉnh:,Các khoản điều chỉnh:,,
Chi phí không được trừ,Các khoản điều chỉnh: > Chi phí không được trừ,Chi phí không được trừ,21.105.228.297,1.149.651.857,21105228297.0,1149651857.0
Lỗ thuế trong năm chưa ghi nhận thuế hoãn lại,Các khoản điều chỉnh: > Lỗ thuế trong năm chưa ghi nhận thuế hoãn lại,Lỗ thuế trong năm chưa ghi nhận thuế hoãn lại,1.729.440.541,8.811.705.926,1729440541.0,8811705926.0
Điều chỉnh thuế TNDN trích thiếu trong những năm trước,Các khoản điều chỉnh: > Điều chỉnh thuế TNDN trích thiếu trong những năm trước,Điều chỉnh thuế TNDN trích thiếu trong những năm trước,724.512.361,-,724512361.0,
Cổ tức nhận được,Các khoản điều chỉnh: > Cổ tức nhận được,Cổ tức nhận được,(2.603.601.700),(40.534.200),-2603601700.0,-40534200.0
Lợi nhuận từ công ty liên kết,Các khoản điều chỉnh: > Lợi nhuận từ công ty liên kết,Lợi nhuận từ công ty liên kết,(4.371.000.789),(110.273.334),-4371000789.0,-110273334.0
Lỗ năm trước chuyển sang,Các khoản điều chỉnh: > Lỗ năm trước chuyển sang,Lỗ năm trước chuyển sang,(7.248.591.176),-,-7248591176.0,
Điều chỉnh hợp nhất do thanh lý khoản đầu tư,Các khoản điều chỉnh: > Điều chỉnh hợp nhất do thanh lý khoản đầu tư,Điều chỉnh hợp nhất do thanh lý khoản đầu tư,(8.919.440.631),(4.122.524.465),-8919440631.0,-4122524465.0
Chi phí thuế TNDN,Các khoản điều chỉnh: > Chi phí thuế TNDN,Chi phí thuế TNDN,29.008.836.258,12.187.492.215,29008836258.0,12187492215.0
