row_label_raw,row_label_full,col_0,Số cuối năm,VND Số đầu năm,numeric__Số cuối năm,numeric__VND Số đầu năm
Ngắn hạn,Ngắn hạn,Ngắn hạn,Ngắn hạn,Ngắn hạn,,
Tập đoàn Viễn thông Quân đội (Viettel Group),Ngắn hạn > Tập đoàn Viễn thông Quân đội (Viettel Group),Tập đoàn Viễn thông Quân đội (Viettel Group),114.706.559.000,-,114706559000.0,
Cá nhân mua và thuê căn hộ,Ngắn hạn > Cá nhân mua và thuê căn hộ,Cá nhân mua và thuê căn hộ,91.533.965.920,108.073.889.664,91533965920.0,108073889664.0
Công ty TNHH MTV Thông tin M3,Ngắn hạn > Công ty TNHH MTV Thông tin M3,Công ty TNHH MTV Thông tin M3,87.239.601.505,6.490.638.000,87239601505.0,6490638000.0
Công ty TNHH Truyền hình cấp SaigonTourist,Ngắn hạn > Công ty TNHH Truyền hình cấp SaigonTourist,Công ty TNHH Truyền hình cấp SaigonTourist,41.268.274.861,53.396.856.774,41268274861.0,53396856774.0
Công ty Cổ phần Viễn thông FPT,Ngắn hạn > Công ty Cổ phần Viễn thông FPT,Công ty Cổ phần Viễn thông FPT,13.077.016.700,31.492.015.060,13077016700.0,31492015060.0
Công ty Cổ phần Quốc tế Viettel,Ngắn hạn > Công ty Cổ phần Quốc tế Viettel,Công ty Cổ phần Quốc tế Viettel,4.131.686.790,90.726.630.643,4131686790.0,90726630643.0
Các khách hàng khác,Ngắn hạn > Các khách hàng khác,Các khách hàng khác,313.120.697.290,123.725.412.898,313120697290.0,123725412898.0
,,,665.077.802.066,413.905.443.039,665077802066.0,413905443039.0
Dài hạn,Dài hạn,Dài hạn,Dài hạn,Dài hạn,,
Cá nhân mua căn hộ,Dài hạn > Cá nhân mua căn hộ,Cá nhân mua căn hộ,62.090.158.544,40.615.221.163,62090158544.0,40615221163.0
TỔNG CỘNG,Dài hạn > TỔNG CỘNG,TỔNG CỘNG,727.167.960.610,454.520.664.202,727167960610.0,454520664202.0
