row_label_raw,row_label_full,Cam kết trong nghiệp vụ L/C - gộp,131.448,93.530,numeric__131.448,numeric__93.530
Bảo lãnh khác - gộp,Bảo lãnh khác - gộp,Bảo lãnh khác - gộp,179.608,175.629,179608.0,175629.0
Cộng,Cộng,Cộng,311.056,269.159,311056.0,269159.0
