row_label_raw,row_label_full,col_0,Số cuối năm,Số cuối năm_1,Số đầu năm,Số đầu năm_1,numeric__Số cuối năm,numeric__Số cuối năm_1,numeric__Số đầu năm,numeric__Số đầu năm_1
,,,Giá gốc,Dự phòng,Giá gốc,Dự phòng,,,,
"Tiền mặt, vàng bạc, đá quý","Tiền mặt, vàng bạc, đá quý","Tiền mặt, vàng bạc, đá quý",170.807,-,174.299,-,170807.0,,174299.0,
Tiền gửi tại Ngân hàng Nhà nước,Tiền gửi tại Ngân hàng Nhà nước,Tiền gửi tại Ngân hàng Nhà nước,560.297,-,784.793,-,560297.0,,784793.0,
Tiền gửi tại và cho vay các TCTD khác,Tiền gửi tại và cho vay các TCTD khác,Tiền gửi tại và cho vay các TCTD khác,5.738.996,-,4.969.694,1.3506HUO RANA TU VĂN,5738996.0,,4969694.0,
Công cụ tài chính phải sinh và các tài sản tài chính khác,Công cụ tài chính phải sinh và các tài sản tài chính khác,Công cụ tài chính phải sinh và các tài sản tài chính khác,6.585,-,668,-,6585.0,,668.0,
Cho vay khách hàng,Cho vay khách hàng,Cho vay khách hàng,15.447.550,(116.765),14.556.951,(114.654),15447550.0,-116765.0,14556951.0,-114654.0
Chứng khoán đầu tư giữ đến ngày đáo hạn khác,Chứng khoán đầu tư giữ đến ngày đáo hạn khác,Chứng khoán đầu tư giữ đến ngày đáo hạn khác,752.229,(229.826),1.050.857,(231.229),752229.0,-229826.0,1050857.0,-231229.0
"Gớp vốn, đầu tư dài hạn","Gớp vốn, đầu tư dài hạn","Gớp vốn, đầu tư dài hạn",738.158,(26.931),738.158,(26.308),738158.0,-26931.0,738158.0,-26308.0
"Các khoản lãi, phí phải thu","Các khoản lãi, phí phải thu","Các khoản lãi, phí phải thu",193.723,-,206.806,-,193723.0,,206806.0,
Các tài sản có khác,Các tài sản có khác,Các tài sản có khác,67.181,-,28.545,-,67181.0,,28545.0,
Cộng,Cộng,Cộng,23.675.526,(373.522),22.510.771,(373.541),23675526.0,-373522.0,22510771.0,-373541.0
