row_label_raw,row_label_full,col_0,Số cuối năm,Số cuối năm_1,Số cuối năm_2,Số đầu năm,Số đầu năm_1,Số đầu năm_2,numeric__Số cuối năm,numeric__Số cuối năm_1,numeric__Số cuối năm_2,numeric__Số đầu năm,numeric__Số đầu năm_1,numeric__Số đầu năm_2
,,,Giá gốc,Dự phòng,Tỷ lệ phần vốn,Giá gốc,Dự phòng,Tỷ lệ phần vốn,,,,,,
Dầu tư vào công ty conCông ty TNHH MTV Quản lýnợ và Khai thác tài sản,Dầu tư vào công ty conCông ty TNHH MTV Quản lýnợ và Khai thác tài sản,Dầu tư vào công ty conCông ty TNHH MTV Quản lýnợ và Khai thác tài sản,612.503,-,,612.503,-,,612503.0,,,612503.0,,
Dầu tư vào công ty conCông ty TNHH MTV Quản lýnợ và Khai thác tài sản,Dầu tư vào công ty conCông ty TNHH MTV Quản lýnợ và Khai thác tài sản,Dầu tư vào công ty conCông ty TNHH MTV Quản lýnợ và Khai thác tài sản,612.503,-,100%,612.503,-,100%,612503.0,,1.0,612503.0,,1.0
Dầu tư dài hạn khácNgân hàng TMCP Bản ViệtCông ty Cổ phần Du lịch Kháchsạn Sài Gòn Hạ Long,Dầu tư dài hạn khácNgân hàng TMCP Bản ViệtCông ty Cổ phần Du lịch Kháchsạn Sài Gòn Hạ Long,Dầu tư dài hạn khácNgân hàng TMCP Bản ViệtCông ty Cổ phần Du lịch Kháchsạn Sài Gòn Hạ Long,125.655,(26.931),,125.655,(26.308),,125655.0,-26931.0,,125655.0,-26308.0,
Dầu tư dài hạn khácNgân hàng TMCP Bản ViệtCông ty Cổ phần Du lịch Kháchsạn Sài Gòn Hạ Long,Dầu tư dài hạn khácNgân hàng TMCP Bản ViệtCông ty Cổ phần Du lịch Kháchsạn Sài Gòn Hạ Long,Dầu tư dài hạn khácNgân hàng TMCP Bản ViệtCông ty Cổ phần Du lịch Kháchsạn Sài Gòn Hạ Long,71.776,-,"2,34%",71.776,-,"2,34%",71776.0,,0.023399999999999997,71776.0,,0.023399999999999997
Dầu tư dài hạn khácNgân hàng TMCP Bản ViệtCông ty Cổ phần Du lịch Kháchsạn Sài Gòn Hạ Long,Dầu tư dài hạn khácNgân hàng TMCP Bản ViệtCông ty Cổ phần Du lịch Kháchsạn Sài Gòn Hạ Long,Dầu tư dài hạn khácNgân hàng TMCP Bản ViệtCông ty Cổ phần Du lịch Kháchsạn Sài Gòn Hạ Long,18.379,-,"10,98%",18.379,-,"10,98%",18379.0,,0.10980000000000001,18379.0,,0.10980000000000001
Công ty Cổ phần Thanh toánQuốc gia Việt NamCông ty Cổ phần Chứng khoánSAIGONBANK Berjaya,Công ty Cổ phần Thanh toánQuốc gia Việt NamCông ty Cổ phần Chứng khoánSAIGONBANK Berjaya,Công ty Cổ phần Thanh toánQuốc gia Việt NamCông ty Cổ phần Chứng khoánSAIGONBANK Berjaya,2.000,-,"0,64%",2.000,-,"0,64%",2000.0,,0.0064,2000.0,,0.0064
Công ty Cổ phần Thanh toánQuốc gia Việt NamCông ty Cổ phần Chứng khoánSAIGONBANK Berjaya,Công ty Cổ phần Thanh toánQuốc gia Việt NamCông ty Cổ phần Chứng khoánSAIGONBANK Berjaya,Công ty Cổ phần Thanh toánQuốc gia Việt NamCông ty Cổ phần Chứng khoánSAIGONBANK Berjaya,33.000,(26.931),"11,00%",33.000,(26.308),"11,00%",33000.0,-26931.0,0.11,33000.0,-26308.0,0.11
Quỹ Bảo lãnh Tín dụng củaDoanh nghiệp nhỏ và vừa TP.Hồ Chí Minh,Quỹ Bảo lãnh Tín dụng củaDoanh nghiệp nhỏ và vừa TP.Hồ Chí Minh,Quỹ Bảo lãnh Tín dụng củaDoanh nghiệp nhỏ và vừa TP.Hồ Chí Minh,500,-,"0,22%",500,-,"0,22%",500.0,,0.0022,500.0,,0.0022
Cộng,Cộng,Cộng,738.158,(26.931),,738.158,(26.308),,738158.0,-26931.0,,738158.0,-26308.0,
