row_label_raw,row_label_full,Phân tich chat lượng nợ vay,Số cuối năm,Số đầu năm,numeric__Số cuối năm,numeric__Số đầu năm
Nợ dù tiêu chuẩn (1),Nợ dù tiêu chuẩn (1),Nợ dù tiêu chuẩn (1),15.100.040,14.048.066,15100040.0,14048066.0
Nợ cần chú ý (1),Nợ cần chú ý (1),Nợ cần chú ý (1),124.445,226.580,124445.0,226580.0
Nợ dưới tiêu chuẩn,Nợ dưới tiêu chuẩn,Nợ dưới tiêu chuẩn,19.281,36.211,19281.0,36211.0
Nợ nghi ngờ,Nợ nghi ngờ,Nợ nghi ngờ,19.017,28.250,19017.0,28250.0
Nợ có khả năng mất vốn,Nợ có khả năng mất vốn,Nợ có khả năng mất vốn,184.767,217.844,184767.0,217844.0
Cộng,Cộng,Cộng,15.447.550,14.556.951,15447550.0,14556951.0
