row_label_raw,row_label_full,Chỉ tiêu,Số dư đầu năm,Phát sinh trong kỳ > Số phải nộp,Phát sinh trong kỳ > Số đã nộp,Số dư cuối kỳ,numeric__Số dư đầu năm,numeric__Phát sinh trong kỳ > Số phải nộp,numeric__Phát sinh trong kỳ > Số đã nộp,numeric__Số dư cuối kỳ
1. Thuế GTGT,1. Thuế GTGT,1. Thuế GTGT,746,6.955,6.798,903,746.0,6955.0,6798.0,903.0
2. Thuế TNDN,2. Thuế TNDN,2. Thuế TNDN,14.461,66.135,35.719,44.877,14461.0,66135.0,35719.0,44877.0
a. Thuế TNDN,a. Thuế TNDN,a. Thuế TNDN,14.461,65.456,35.040,44.877,14461.0,65456.0,35040.0,44877.0
Thuế TNDN của ngân hàng,Thuế TNDN của ngân hàng,Thuế TNDN của ngân hàng,14.242,64.738,34.279,44.701,14242.0,64738.0,34279.0,44701.0
Thuế TNDN của Công ty con,Thuế TNDN của Công ty con,Thuế TNDN của Công ty con,219,718,761,176,219.0,718.0,761.0,176.0
b. Thuế TNDN nhà thầu nước ngoài,b. Thuế TNDN nhà thầu nước ngoài,b. Thuế TNDN nhà thầu nước ngoài,-,679,679,-,,679.0,679.0,
3. Các loại thuế khác,3. Các loại thuế khác,3. Các loại thuế khác,670,9.841,9.850,661,670.0,9841.0,9850.0,661.0
Tổng cộng,Tổng cộng,Tổng cộng,15.877,82.931,52.367,46.441,15877.0,82931.0,52367.0,46441.0
